	contribution	tag	corpus	id_elf	count
522	1-20768	Même traitement pour toutes les religions	Dans un premier temps il faudrait abroger les titres honorifiques (chanoine de latran, par ex) dont bénéficie le chef de l'état. Cesser de financer les lieux de cultes (cf. églises catholiques dont l'entretien est à la charge des mairies). La loi est identique pour tous, aucun compromis ne doit s'effectuer, c'est à la religion de se soumettre à la loi, et non à la loi de se soumettre à la religion. L'étiquette religieuse devrait être interdite pour tout parti politique (cf. Parti Chrétien Démocrate).  L'Etat reste encore trop marqué par son histoire et des liens étroits entretenus historiquement avec le catholicisme. On ne peut prôner le principe de laïcité pour toutes les religions quand le catholicisme occupe une place indéniable dans la vie politique.	DC13	3
523	1-20768	Redonner un aspect privé à la religion	Dans un premier temps il faudrait abroger les titres honorifiques (chanoine de latran, par ex) dont bénéficie le chef de l'état. Cesser de financer les lieux de cultes (cf. églises catholiques dont l'entretien est à la charge des mairies). La loi est identique pour tous, aucun compromis ne doit s'effectuer, c'est à la religion de se soumettre à la loi, et non à la loi de se soumettre à la religion. L'étiquette religieuse devrait être interdite pour tout parti politique (cf. Parti Chrétien Démocrate).  L'Etat reste encore trop marqué par son histoire et des liens étroits entretenus historiquement avec le catholicisme. On ne peut prôner le principe de laïcité pour toutes les religions quand le catholicisme occupe une place indéniable dans la vie politique.	DC13	1
524	1-20768	Séparation stricte Etat-religions	Dans un premier temps il faudrait abroger les titres honorifiques (chanoine de latran, par ex) dont bénéficie le chef de l'état. Cesser de financer les lieux de cultes (cf. églises catholiques dont l'entretien est à la charge des mairies). La loi est identique pour tous, aucun compromis ne doit s'effectuer, c'est à la religion de se soumettre à la loi, et non à la loi de se soumettre à la religion. L'étiquette religieuse devrait être interdite pour tout parti politique (cf. Parti Chrétien Démocrate).  L'Etat reste encore trop marqué par son histoire et des liens étroits entretenus historiquement avec le catholicisme. On ne peut prôner le principe de laïcité pour toutes les religions quand le catholicisme occupe une place indéniable dans la vie politique.	DC13	3
525	1-20786	Plus d'éducation	Si les citoyens se sentaient appartenir à une société ils ne se réfugierait pas dans une communauté religieuse. Aujourd'hui certaines religion apporte le lien social que la société n'apporte plus. Il faut réformer l'école en repartissant les options partout : proposer du latin et du grec ou de l'allemand partout et pas seulement en centre ville	DC13	4
526	1-20812	Y Rien	Ras	DC13	3
527	1-20917	Y Rien	Je ne sais pas.	DC13	1
528	1-20940	Application loi 1905	Appliquer effectivement la loi existante sur la base de la loi de 1905	DC13	3
529	1-20955	Y Rien	Rien	DC13	3
530	1-21012	Y Rien	Rien	DC13	3
531	1-211	Y Rien	Rien	DC13	3
532	1-21101	Application loi 1905	Supprimer le ministère des cultes et ne pas toucher à la loi de 1905 qui est parfaite et que personne ne veut remettre en question	DC13	6
533	1-21101	Fin du Concordat (Alsace-Moselle)	Supprimer le ministère des cultes et ne pas toucher à la loi de 1905 qui est parfaite et que personne ne veut remettre en question	DC13	1
534	1-21101	Séparation stricte Etat-religions	Supprimer le ministère des cultes et ne pas toucher à la loi de 1905 qui est parfaite et que personne ne veut remettre en question	DC13	2
535	1-21122	Application loi 1905	La loi de 1905 suffit	DC13	3
536	1-21151	Aucun signe ostentatoire (croix, voile, kippa...)	Interdire tout signe de réligion sur le domaine public	DC13	3
537	1-21263	Y Rien	Rien	DC13	3
538	1-21293	Condamnation des atteintes à la laïcité	Ne rien admettre qui soit en contradiction avec les lois de la République dans les enceintes religieuses. fermeture dans le cas contraire et peines pénales adaptées	DC13	4
539	1-21293	Loi de la République avant celles de la religion	Ne rien admettre qui soit en contradiction avec les lois de la République dans les enceintes religieuses. fermeture dans le cas contraire et peines pénales adaptées	DC13	6
540	1-21305	Y Rien	Rien	DC13	3
541	1-21345	Y Rien	Rien	DC13	3
542	1-21453	Application loi 1905	La loi de 1905 devrait suffire, nous sommes une nation judéo-chrétienne et nous n'avons pas à promulguer les autres religions qui devraient se suffire à elles-mêmes et qui devraient se soumettre et non se substituer à nos lois.	DC13	5
543	1-21453	Loi de la République avant celles de la religion	La loi de 1905 devrait suffire, nous sommes une nation judéo-chrétienne et nous n'avons pas à promulguer les autres religions qui devraient se suffire à elles-mêmes et qui devraient se soumettre et non se substituer à nos lois.	DC13	2
544	1-21453	Y Rien	La loi de 1905 devrait suffire, nous sommes une nation judéo-chrétienne et nous n'avons pas à promulguer les autres religions qui devraient se suffire à elles-mêmes et qui devraient se soumettre et non se substituer à nos lois.	DC13	1
545	1-21468	Y Rien	RAS	DC13	3
546	1-21488	Y Rien	Pas d'avis	DC13	1
547	1-2151	Y Rien	Oui	DC13	1
548	1-21513	Application loi 1905	Neutralité.	DC13	2
549	1-21513	Même traitement pour toutes les religions	Neutralité.	DC13	2
550	1-21513	Y Rien	Neutralité.	DC13	1
551	1-21567	Y Rien	RAS	DC13	3
552	1-21585	Aucun signe ostentatoire (croix, voile, kippa...)	supprimer tous les signes d'appartenance religieuse dans les écoles et dans les services publics	DC13	2
553	1-21627	Moins de clientélisme	Garantir la formation de tous les citoyens sur la laïcité. Trop de n'importe quoi dans les débats publics.	DC13	1
554	1-21627	Plus d'éducation	Garantir la formation de tous les citoyens sur la laïcité. Trop de n'importe quoi dans les débats publics.	DC13	4
555	1-21639	Condamnation des atteintes à la laïcité	"C'est le ""mieux vivre ensemble""! Remettre à plat le concept de laïcité, qu'il soit mieux compris  par nos concitoyen. qu'il soit enseigné dés le plus jeune age, ainsi qu'aux étranger désirant vivre dans notre pays.Et surtout, qu'il soit réellement appliqué!!! sans concession! Engager un grand débat sur la laïcité"	DC13	1
556	1-21639	Plus d'éducation	"C'est le ""mieux vivre ensemble""! Remettre à plat le concept de laïcité, qu'il soit mieux compris  par nos concitoyen. qu'il soit enseigné dés le plus jeune age, ainsi qu'aux étranger désirant vivre dans notre pays.Et surtout, qu'il soit réellement appliqué!!! sans concession! Engager un grand débat sur la laïcité"	DC13	3
557	1-21639	Plus de dialogue	"C'est le ""mieux vivre ensemble""! Remettre à plat le concept de laïcité, qu'il soit mieux compris  par nos concitoyen. qu'il soit enseigné dés le plus jeune age, ainsi qu'aux étranger désirant vivre dans notre pays.Et surtout, qu'il soit réellement appliqué!!! sans concession! Engager un grand débat sur la laïcité"	DC13	3
558	1-21742	Application loi 1905	Application stricte de la loi de 1905	DC13	3
559	1-21808	Y Rien	Rien.	DC13	3
560	1-21818	Application loi 1905	Ne pas toucher à la loi de 1905 à l'équilibre fragile	DC13	3
561	1-21887	Y Rien	rien	DC13	3
562	1-21901	Aucun signe ostentatoire (croix, voile, kippa...)	interdire le port du voile. Inviter les pétro-dollars de l'Arabie saoudite à être dépensés dans des projets utiles aux Arabes et non à remplir les caisses d'LVMH, pour réduire le terrorisme.	DC13	4
563	1-21901	Lutte contre extrémismes	interdire le port du voile. Inviter les pétro-dollars de l'Arabie saoudite à être dépensés dans des projets utiles aux Arabes et non à remplir les caisses d'LVMH, pour réduire le terrorisme.	DC13	1
564	1-21901	Réduire financements étrangers	interdire le port du voile. Inviter les pétro-dollars de l'Arabie saoudite à être dépensés dans des projets utiles aux Arabes et non à remplir les caisses d'LVMH, pour réduire le terrorisme.	DC13	3
565	1-21972	Y Rien	RAS	DC13	3
566	1-22005	Y Rien	ras	DC13	3
567	1-22082	Application loi 1905	Application stricte de la loi de 1905	DC13	3
568	1-22108	Y Rien	Rien	DC13	3
569	1-2214	Garantir la liberté de culte	la tolérance de toutes les religions mais leur expression doit se faire dans l'espace privé	DC13	1
570	1-2214	Même traitement pour toutes les religions	la tolérance de toutes les religions mais leur expression doit se faire dans l'espace privé	DC13	2
571	1-2214	Plus de tolérance	la tolérance de toutes les religions mais leur expression doit se faire dans l'espace privé	DC13	4
572	1-2214	Redonner un aspect privé à la religion	la tolérance de toutes les religions mais leur expression doit se faire dans l'espace privé	DC13	6
573	1-22206	Y Rien	Rien.	DC13	3
574	1-22227	Application loi 1905	Rester ferme sur la loi de laïcité	DC13	3
575	1-22227	Loi de la République avant celles de la religion	Rester ferme sur la loi de laïcité	DC13	1
576	1-22440	Y Rien	rien	DC13	3
577	1-22470	Y Rien	Rien	DC13	3
578	1-22475	Y Rien	rien	DC13	3
579	1-22530	Y Rien	RAS	DC13	3
580	1-22572	Aucun financement par l'Etat	Aucun argent public ne doit servir les cultes: ni direct, ni par des associations / fondations. Aucune école religieuse ne doit être financée publiquement.	DC13	5
581	1-22572	Statut des écoles religieuses	Aucun argent public ne doit servir les cultes: ni direct, ni par des associations / fondations. Aucune école religieuse ne doit être financée publiquement.	DC13	3
582	1-22572	Séparation stricte Etat-religions	Aucun argent public ne doit servir les cultes: ni direct, ni par des associations / fondations. Aucune école religieuse ne doit être financée publiquement.	DC13	3
583	1-2273	Y Rien	Rien	DC13	3
584	1-22792	Moins de clientélisme	Que l'église catholique ne soit pas toujours et systématiquement stigmatisée dans les médias. Que les religions et les religieux de toutes confessions soient entendus pour les questions d'éthique.	DC13	1
585	1-22792	Même traitement pour toutes les religions	Que l'église catholique ne soit pas toujours et systématiquement stigmatisée dans les médias. Que les religions et les religieux de toutes confessions soient entendus pour les questions d'éthique.	DC13	4
586	1-22792	Pas d'imposition des valeurs	Que l'église catholique ne soit pas toujours et systématiquement stigmatisée dans les médias. Que les religions et les religieux de toutes confessions soient entendus pour les questions d'éthique.	DC13	1
587	1-22792	Plus de dialogue	Que l'église catholique ne soit pas toujours et systématiquement stigmatisée dans les médias. Que les religions et les religieux de toutes confessions soient entendus pour les questions d'éthique.	DC13	3
588	1-22815	Y Rien	rien	DC13	3
589	1-22832	Y Rien	RAS	DC13	3
590	1-22892	Y Rien	Rien	DC13	3
591	1-22911	Y Rien	-	DC13	1
592	1-22914	Application loi 1905	respect de la loi de 1907	DC13	3
593	1-23149	Y Rien	Ras	DC13	3
594	1-23266	Séparation stricte Etat-religions	"il serait important que le président n'aille pas faire des ""coucous"" à l'Eglise..."	DC13	3
595	1-23273	Application loi 1905	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	1
596	1-23273	Encadrer formation imams	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	3
597	1-23273	Loi de la République avant celles de la religion	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	5
598	1-23273	Lutte communautarisme	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	2
599	1-23273	Lutte contre extrémismes	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	1
600	1-23273	Redonner un aspect privé à la religion	Priorité absolue des lois de la république sur les lois religieuses remise à plat de l'islam de france puisqu'il s'agit en priorité de cette religion.	DC13	1
601	1-2328	Aucun signe ostentatoire (croix, voile, kippa...)	AUCUN signe distinctif ou participation d'une personne élue de la république à un rendez vous ou manifestation religieuse quelle qu'elle soit	DC13	3
602	1-2328	Idée marquée	AUCUN signe distinctif ou participation d'une personne élue de la république à un rendez vous ou manifestation religieuse quelle qu'elle soit	DC13	1
603	1-2328	Séparation stricte Etat-religions	AUCUN signe distinctif ou participation d'une personne élue de la république à un rendez vous ou manifestation religieuse quelle qu'elle soit	DC13	1
604	1-23365	Application loi 1905	Il faudrait appliquer équitablement et avec justice la laïcité, c'est-à-dire par exemple supprimer le concordat en Alsace-Moselle, arrêter les discriminations envers les religions (principalement non catholique), au niveau de l'école avoir des cours de science des religions...	DC13	1
605	1-23365	Fin du Concordat (Alsace-Moselle)	Il faudrait appliquer équitablement et avec justice la laïcité, c'est-à-dire par exemple supprimer le concordat en Alsace-Moselle, arrêter les discriminations envers les religions (principalement non catholique), au niveau de l'école avoir des cours de science des religions...	DC13	3
606	1-23365	Même traitement pour toutes les religions	Il faudrait appliquer équitablement et avec justice la laïcité, c'est-à-dire par exemple supprimer le concordat en Alsace-Moselle, arrêter les discriminations envers les religions (principalement non catholique), au niveau de l'école avoir des cours de science des religions...	DC13	3
607	1-23365	Plus d'éducation	Il faudrait appliquer équitablement et avec justice la laïcité, c'est-à-dire par exemple supprimer le concordat en Alsace-Moselle, arrêter les discriminations envers les religions (principalement non catholique), au niveau de l'école avoir des cours de science des religions...	DC13	4
608	1-2340	Y Rien	ras	DC13	3
609	1-2354	Application loi 1905	Les principes de la laïcité me semblent très clairs. Il faut les protéger et protéger notre pays de l'emprise des religions qui doivent rester une affaire personnelle et individuelle. Conte carrer l'emprise de toutes les  communautés religieuses	DC13	4
610	1-2354	Loi de la République avant celles de la religion	Les principes de la laïcité me semblent très clairs. Il faut les protéger et protéger notre pays de l'emprise des religions qui doivent rester une affaire personnelle et individuelle. Conte carrer l'emprise de toutes les  communautés religieuses	DC13	1
611	1-2354	Redonner un aspect privé à la religion	Les principes de la laïcité me semblent très clairs. Il faut les protéger et protéger notre pays de l'emprise des religions qui doivent rester une affaire personnelle et individuelle. Conte carrer l'emprise de toutes les  communautés religieuses	DC13	7
612	1-2354	Séparation stricte Etat-religions	Les principes de la laïcité me semblent très clairs. Il faut les protéger et protéger notre pays de l'emprise des religions qui doivent rester une affaire personnelle et individuelle. Conte carrer l'emprise de toutes les  communautés religieuses	DC13	2
613	1-23541	Y Rien	Rien	DC13	3
614	1-23553	Y Rien	Rien	DC13	3
615	1-23580	Y Rien	rien	DC13	3
616	1-23670	Application loi 1905	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	6
617	1-23670	Encadrer formation imams	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	2
618	1-23670	Encadrer islam en France	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	1
619	1-23670	Loi de la République avant celles de la religion	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	3
620	1-23670	Lutte communautarisme	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	1
621	1-23670	Lutte contre extrémismes	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	6
622	1-23670	Moins de clientélisme	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	1
623	1-23670	Même traitement pour toutes les religions	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	1
624	1-23670	Réduire financements étrangers	surtout ne pas renoncer à la loi de 1905;ne pas favoriser l'islam,le contrôler,interdire le salafisme piloté de l'extérieur et contraire aux principes républicains.	DC13	3
625	1-23687	Application loi 1905	la loi de 1905 suffit	DC13	3
626	1-23689	Aucun financement par l'Etat	Toutes les fois où les religions prennent le pas, les conséquences pour les citoyens sont néfastes. Les religions sont par essence une mauvaise chose pour la liberté de conscience, d'agissement et la démocratie. Il faut faire en sorte d'éviter que des groupements religieux puissent agir comme on le voit aux USA, où les évangélistes parviennent à manipuler les consciences et obliger les gens à se comporter en fonction de règles qui leur sont dictées. Les religions sont un poison, ce point de vue. Il est effrayant de voir tout un peuple exécuter les mêmes rites et se complaire dans des carcans comportementaux qu'ils semblent accepter, malgré les contraintes. Ainsi en Russie, en Pologne…  Il faut totalement exclure les églises et les religions du champ politique. Il n'est pas normal que l'Etat subventionne celles-ci, quelles qu'elles soient. Nous allons arriver à des aberrations dans ce domaine si nous n'y prenons pas garde. Il faut donc établir des règles constitutionnelles interdisant les interférences de l'Etat avec les Eglises, très nombreuses et qui un jour, voudront toutes être aidées de la même manière. Pas de passe-droit en la matière. Les religions sont un instrument d'asservissement des peuples, quand elles s'imposent comme un passage obligé. Les fanatismes mènent aux guerres, notamment aux guerres civiles, et à la haine, entretenue par les clergés.	DC13	3
627	1-23689	Condamnation des atteintes à la laïcité	Toutes les fois où les religions prennent le pas, les conséquences pour les citoyens sont néfastes. Les religions sont par essence une mauvaise chose pour la liberté de conscience, d'agissement et la démocratie. Il faut faire en sorte d'éviter que des groupements religieux puissent agir comme on le voit aux USA, où les évangélistes parviennent à manipuler les consciences et obliger les gens à se comporter en fonction de règles qui leur sont dictées. Les religions sont un poison, ce point de vue. Il est effrayant de voir tout un peuple exécuter les mêmes rites et se complaire dans des carcans comportementaux qu'ils semblent accepter, malgré les contraintes. Ainsi en Russie, en Pologne…  Il faut totalement exclure les églises et les religions du champ politique. Il n'est pas normal que l'Etat subventionne celles-ci, quelles qu'elles soient. Nous allons arriver à des aberrations dans ce domaine si nous n'y prenons pas garde. Il faut donc établir des règles constitutionnelles interdisant les interférences de l'Etat avec les Eglises, très nombreuses et qui un jour, voudront toutes être aidées de la même manière. Pas de passe-droit en la matière. Les religions sont un instrument d'asservissement des peuples, quand elles s'imposent comme un passage obligé. Les fanatismes mènent aux guerres, notamment aux guerres civiles, et à la haine, entretenue par les clergés.	DC13	1
628	1-23689	Lutte contre extrémismes	Toutes les fois où les religions prennent le pas, les conséquences pour les citoyens sont néfastes. Les religions sont par essence une mauvaise chose pour la liberté de conscience, d'agissement et la démocratie. Il faut faire en sorte d'éviter que des groupements religieux puissent agir comme on le voit aux USA, où les évangélistes parviennent à manipuler les consciences et obliger les gens à se comporter en fonction de règles qui leur sont dictées. Les religions sont un poison, ce point de vue. Il est effrayant de voir tout un peuple exécuter les mêmes rites et se complaire dans des carcans comportementaux qu'ils semblent accepter, malgré les contraintes. Ainsi en Russie, en Pologne…  Il faut totalement exclure les églises et les religions du champ politique. Il n'est pas normal que l'Etat subventionne celles-ci, quelles qu'elles soient. Nous allons arriver à des aberrations dans ce domaine si nous n'y prenons pas garde. Il faut donc établir des règles constitutionnelles interdisant les interférences de l'Etat avec les Eglises, très nombreuses et qui un jour, voudront toutes être aidées de la même manière. Pas de passe-droit en la matière. Les religions sont un instrument d'asservissement des peuples, quand elles s'imposent comme un passage obligé. Les fanatismes mènent aux guerres, notamment aux guerres civiles, et à la haine, entretenue par les clergés.	DC13	1
629	1-23689	Séparation stricte Etat-religions	Toutes les fois où les religions prennent le pas, les conséquences pour les citoyens sont néfastes. Les religions sont par essence une mauvaise chose pour la liberté de conscience, d'agissement et la démocratie. Il faut faire en sorte d'éviter que des groupements religieux puissent agir comme on le voit aux USA, où les évangélistes parviennent à manipuler les consciences et obliger les gens à se comporter en fonction de règles qui leur sont dictées. Les religions sont un poison, ce point de vue. Il est effrayant de voir tout un peuple exécuter les mêmes rites et se complaire dans des carcans comportementaux qu'ils semblent accepter, malgré les contraintes. Ainsi en Russie, en Pologne…  Il faut totalement exclure les églises et les religions du champ politique. Il n'est pas normal que l'Etat subventionne celles-ci, quelles qu'elles soient. Nous allons arriver à des aberrations dans ce domaine si nous n'y prenons pas garde. Il faut donc établir des règles constitutionnelles interdisant les interférences de l'Etat avec les Eglises, très nombreuses et qui un jour, voudront toutes être aidées de la même manière. Pas de passe-droit en la matière. Les religions sont un instrument d'asservissement des peuples, quand elles s'imposent comme un passage obligé. Les fanatismes mènent aux guerres, notamment aux guerres civiles, et à la haine, entretenue par les clergés.	DC13	3
630	1-23843	Application loi 1905	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	1
631	1-23843	Garantir la liberté de culte	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	3
632	1-23843	Idée marquée	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	2
633	1-23843	Même traitement pour toutes les religions	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	1
634	1-23843	Plus de dialogue	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	5
635	1-23843	Plus de tolérance	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	5
636	1-23843	Séparation stricte Etat-religions	La laïcité n’est pas le rejet de la religion mais la tolérance et l’acceptation de toutes les religions. L’État ne devrait pas essayer de s’éloigner des religions mais plutôt de dialoguer et faire en sorte que tout le monde puisse vivre ensemble sans avoir peur ou honte d’appartenir à une religion et être libre de le montrer tout en respectant les croyances ou non-croyances des autres. Ainsi le principe selon lequel on ne doit pas montrer d’appartenance religieuse dans un lieu public est une aberration et ne devrait s’appliquer que pour des représentants de l’État car il porte atteinte à la liberté de chacun.	DC13	1
637	1-23862	Y Rien	RAS	DC13	3
638	1-2391	Y Rien	RAS	DC13	3
639	1-23921	Y Rien	Rien	DC13	3
640	1-23985	Condamnation des atteintes à la laïcité	Des sanctions fortes à l'encontre des prêcheurs de haine et de ceux qui les suivent.	DC13	3
641	1-24012	Application loi 1905	Ne pas toucher à la loi 1905	DC13	4
642	1-24012	Y Rien	Ne pas toucher à la loi 1905	DC13	1
643	1-24093	Aucun financement par l'Etat	que les gouvernements et politiques de toutes tendances arretent de rencontrer les représentants religieux et de couper le cordon définitivement avec la religion de tout bord et aussi financièrement pour certaines	DC13	3
644	1-24093	Séparation stricte Etat-religions	que les gouvernements et politiques de toutes tendances arretent de rencontrer les représentants religieux et de couper le cordon définitivement avec la religion de tout bord et aussi financièrement pour certaines	DC13	4
645	1-2410	Y Rien	pas d'avis	DC13	1
646	1-24192	Lutte communautarisme	ne pas permettre d'avoir des menus spéciaux dans les cantines scolaires, des horaires pour les femmes dans les piscines et salles de sport, d'interdire la venue du père Noël das les écoles	DC13	1
647	1-24192	Pas d'imposition des valeurs	ne pas permettre d'avoir des menus spéciaux dans les cantines scolaires, des horaires pour les femmes dans les piscines et salles de sport, d'interdire la venue du père Noël das les écoles	DC13	1
648	1-24192	Pas de menu religieux	ne pas permettre d'avoir des menus spéciaux dans les cantines scolaires, des horaires pour les femmes dans les piscines et salles de sport, d'interdire la venue du père Noël das les écoles	DC13	6
649	1-24192	Préserver les coutumes françaises	ne pas permettre d'avoir des menus spéciaux dans les cantines scolaires, des horaires pour les femmes dans les piscines et salles de sport, d'interdire la venue du père Noël das les écoles	DC13	2
650	1-24192	Redonner un aspect privé à la religion	ne pas permettre d'avoir des menus spéciaux dans les cantines scolaires, des horaires pour les femmes dans les piscines et salles de sport, d'interdire la venue du père Noël das les écoles	DC13	1
651	1-24366	Aucun signe ostentatoire (croix, voile, kippa...)	Tout signe religieux interdit	DC13	3
652	1-24369	Y Rien	rien	DC13	3
653	1-24424	Garantir la liberté de culte	la laicité est le quatirème pillier de notre république. il fuat supprimer du qualendrier tous les jours féries chrétiens et ne permettre de les maintenir qu'au ceind des écoles religieuses chacun doit pouvoir exercer sa religion en toute liberté et s=discrétion. toutes les relgion ont droit de citer en france mais aucun extrémisme.	DC13	3
654	1-24424	Laïcisation du calendrier	la laicité est le quatirème pillier de notre république. il fuat supprimer du qualendrier tous les jours féries chrétiens et ne permettre de les maintenir qu'au ceind des écoles religieuses chacun doit pouvoir exercer sa religion en toute liberté et s=discrétion. toutes les relgion ont droit de citer en france mais aucun extrémisme.	DC13	7
655	1-24424	Lutte contre extrémismes	la laicité est le quatirème pillier de notre république. il fuat supprimer du qualendrier tous les jours féries chrétiens et ne permettre de les maintenir qu'au ceind des écoles religieuses chacun doit pouvoir exercer sa religion en toute liberté et s=discrétion. toutes les relgion ont droit de citer en france mais aucun extrémisme.	DC13	6
656	1-24424	Redonner un aspect privé à la religion	la laicité est le quatirème pillier de notre république. il fuat supprimer du qualendrier tous les jours féries chrétiens et ne permettre de les maintenir qu'au ceind des écoles religieuses chacun doit pouvoir exercer sa religion en toute liberté et s=discrétion. toutes les relgion ont droit de citer en france mais aucun extrémisme.	DC13	2
657	1-24460	Lutte communautarisme	"S'inspirer du Canada qui n'accepte sur son territoire que les immigrants qui ont des compétences pour travailler, une connaissance de la langue et de quoi vivre pour un an en attendant un emploi ! 	Évaluer l'impact de l'immigration est honnêtement difficile en raison du manque de statistiques. Pourquoi ?  	L'illégalité peut-elle ouvrir des droits ? 	Notre pays en crise favorise le communautarisme, des rancœurs et même du vandalisme, chez ceux qui profitent du système. ( voir les zones de non droit qui perdurent et se développent).  	Éviter que  les personnes, qui diffusent des idées liées aux extrémismes religieux (wahhabisme, salafisme), deviennent leader de leur groupe. ( on accepte un frère musulman turc à la tete du conseil musulman français)"	DC13	4
658	1-24460	Lutte contre extrémismes	"S'inspirer du Canada qui n'accepte sur son territoire que les immigrants qui ont des compétences pour travailler, une connaissance de la langue et de quoi vivre pour un an en attendant un emploi ! 	Évaluer l'impact de l'immigration est honnêtement difficile en raison du manque de statistiques. Pourquoi ?  	L'illégalité peut-elle ouvrir des droits ? 	Notre pays en crise favorise le communautarisme, des rancœurs et même du vandalisme, chez ceux qui profitent du système. ( voir les zones de non droit qui perdurent et se développent).  	Éviter que  les personnes, qui diffusent des idées liées aux extrémismes religieux (wahhabisme, salafisme), deviennent leader de leur groupe. ( on accepte un frère musulman turc à la tete du conseil musulman français)"	DC13	4
