contribution;tag;corpus;question;count
26 940;En étant proche des gens / présence physique;Mise en ol1ce d'un système fédéral qui permettrait une gestion personnalisée et au plus près des territoires;OE11;1
26 940;Plus de moyens aux communes / plus de décentralisation;Mise en ol1ce d'un système fédéral qui permettrait une gestion personnalisée et au plus près des territoires;OE11;1
41 180;Simplification démarche administratives;Encore une fois  avoir un carnet réunissant toute l'administration de chaque citoyen et avoir moins de 20 km pour pouvoir faire de l'administratif en France;OE11;1
41 180;Plateforme unique service publique et maison de services publics;Encore une fois  avoir un carnet réunissant toute l'administration de chaque citoyen et avoir moins de 20 km pour pouvoir faire de l'administratif en France;OE11;1
35 570;Simplification démarche administratives;regrouper plusieurs services et pourquoi pas des bureaux mobiles en zones rurales;OE11;1
35 570;Plateforme unique service publique et maison de services publics;regrouper plusieurs services et pourquoi pas des bureaux mobiles en zones rurales;OE11;1
42 260;Etre plus à l'écoute;Il faudrait plus d'écoute des besoins et des difficultés des citoyens;OE11;1
26 990;Lois et accords commerciaux plus restrictifs;J'aimerais voir naître une justice environnementale qui permettrait de pénaliser légalement les comportements irresponsables envers la planète et ses habitants;TE13;1
17 620;Décentralisation;L'état possède une trop grande influence sur les collectivités, et au lieu de chercher à grossir nos groupements (régions et départements) et à leur accorder plus de pouvoir, on devrait laisser une plus grande liberté aux maires qui connaissent les problèmes de leurs administrés (ce qui n'est pas le cas des élus régionaux et nationaux);OE9;1
32 830;Plus de moyens;Les services publics sont essentiels aux liens qui unissent les citoyens à la nation &&Nous ne pouvons pas et ne devons pas nous en passer &&A Argent sur Sauldre et Aubigny sur Nere nous n’avons plus les services essentiels ou sont en voie de disparitions (poste, services des impôts...) Le premier hôpital est à 30 mn de routes sans transport en commun &&Nous n’avons plus de gare ou de train mais seulement des bus qui mettent deux fois plus de temps &&Nous voulons le retour de la république dans nos quartiers et nos communes rurales;OE9;1
17 190;Simplification de l'administration et des services publics;"Elle n'est pas assez en accord avec aujourd'hui. Il existe beaucoup de moyens de regrouper les informations en un seul et même points seulement la France n'est pas du tout comme cela, en effet d'une administration a l'autre il faut a chaque fois refaire un dossier complet avec les même informations ...&&De plus, l'information n'est pas clair il y a trop de ""chemin"" possible trop de cas particulier que l'utilisateur s'y perd et ne sait plus quoi remplir. Ça pourrait fonctionner avec autant de cas mais il faut un outils logique, et facile d'emploi pour guider l'utilisateur en fonction de sa situation, encore une fois avec l'informatique il est facile de faire ça. &&De plus il faudrais un support vocale (téléphone, ou rdv) accessible par tous en tout heure, et non pendant les heures de la majorité des travailleurs.";OE9;1
17 190;Horaires d'ouverture inadaptés;"Elle n'est pas assez en accord avec aujourd'hui. Il existe beaucoup de moyens de regrouper les informations en un seul et même points seulement la France n'est pas du tout comme cela, en effet d'une administration a l'autre il faut a chaque fois refaire un dossier complet avec les même informations ...&&De plus, l'information n'est pas clair il y a trop de ""chemin"" possible trop de cas particulier que l'utilisateur s'y perd et ne sait plus quoi remplir. Ça pourrait fonctionner avec autant de cas mais il faut un outils logique, et facile d'emploi pour guider l'utilisateur en fonction de sa situation, encore une fois avec l'informatique il est facile de faire ça. &&De plus il faudrais un support vocale (téléphone, ou rdv) accessible par tous en tout heure, et non pendant les heures de la majorité des travailleurs.";OE9;1
17 190;Plus de numérisation;"Elle n'est pas assez en accord avec aujourd'hui. Il existe beaucoup de moyens de regrouper les informations en un seul et même points seulement la France n'est pas du tout comme cela, en effet d'une administration a l'autre il faut a chaque fois refaire un dossier complet avec les même informations ...&&De plus, l'information n'est pas clair il y a trop de ""chemin"" possible trop de cas particulier que l'utilisateur s'y perd et ne sait plus quoi remplir. Ça pourrait fonctionner avec autant de cas mais il faut un outils logique, et facile d'emploi pour guider l'utilisateur en fonction de sa situation, encore une fois avec l'informatique il est facile de faire ça. &&De plus il faudrais un support vocale (téléphone, ou rdv) accessible par tous en tout heure, et non pendant les heures de la majorité des travailleurs.";OE9;1
4 140;Simplification de l'administration et des services publics;Réorganiser les compétences sur moins d'échelons et contrôler la qualité/efficience des dépenses;OE9;1
18 180;Simplification de l'administration et des services publics;Au travers des divers services, on sent la volonté de l'Etat à répondre aux besoins des français. La rigueur appliquée montre le caractère sérieux et consciencieux à donner. Pour autant, la complexité de l'administration française et sa temporalité ne colle pas au mode de vie et à l'organisation des bénéficiaires des services. Ces services, sont de plus en plus gérés à de grande échelle, centralisés, ce qui pose le problème de la mobilité des bénéficiaires vers ces services, de leur disponibilités aussi. &&Déployer spécifiquement et localement les services,au plus près des bénéficiaires pourrait accroître la compréhension par les personnes de ces services, faciliter leur utilisation et permettre l'amélioration ou l'adaptation constante de ces services.;OE9;1
18 180;Décentralisation;Au travers des divers services, on sent la volonté de l'Etat à répondre aux besoins des français. La rigueur appliquée montre le caractère sérieux et consciencieux à donner. Pour autant, la complexité de l'administration française et sa temporalité ne colle pas au mode de vie et à l'organisation des bénéficiaires des services. Ces services, sont de plus en plus gérés à de grande échelle, centralisés, ce qui pose le problème de la mobilité des bénéficiaires vers ces services, de leur disponibilités aussi. &&Déployer spécifiquement et localement les services,au plus près des bénéficiaires pourrait accroître la compréhension par les personnes de ces services, faciliter leur utilisation et permettre l'amélioration ou l'adaptation constante de ces services.;OE9;1
18 180;Plus de proximité et d'humanité;Au travers des divers services, on sent la volonté de l'Etat à répondre aux besoins des français. La rigueur appliquée montre le caractère sérieux et consciencieux à donner. Pour autant, la complexité de l'administration française et sa temporalité ne colle pas au mode de vie et à l'organisation des bénéficiaires des services. Ces services, sont de plus en plus gérés à de grande échelle, centralisés, ce qui pose le problème de la mobilité des bénéficiaires vers ces services, de leur disponibilités aussi. &&Déployer spécifiquement et localement les services,au plus près des bénéficiaires pourrait accroître la compréhension par les personnes de ces services, faciliter leur utilisation et permettre l'amélioration ou l'adaptation constante de ces services.;OE9;1
27 430;Simplification de l'administration et des services publics;Je trouve que les démarches à faire pour telle ou telle question administrative sont souvent complexes et décourageantes. Je critique 2 points en particulier:&&- L'excès de fonctionnaires et d'agents des services publics, tellement nombreux qu'ils se marchent presque sur les pieds ce qui ralentit toutes les démarches.&&- Le cadre hyper-restrictif de ce que l'on demande à ces agents, ce qui provoque bien souvent une impossibilité à s'adapter aux situations. Cette critique est corrélée à l'excès de normes qui pèsent sur ces agents (et un peu aussi à leur façon d'appliquer bêtement ces normes, mais bien souvent ils n'ont pas le choix).&&Une évolution possible:&&Utiliser Internet pour dématérialiser certains services et mettre à profit les bâtiments pour mettre en commun certains services (une personne qui gère moins de dossiers mais ces dossiers sont plus vastes).;OE9;1
27 430;Lenteur administrative;Je trouve que les démarches à faire pour telle ou telle question administrative sont souvent complexes et décourageantes. Je critique 2 points en particulier:&&- L'excès de fonctionnaires et d'agents des services publics, tellement nombreux qu'ils se marchent presque sur les pieds ce qui ralentit toutes les démarches.&&- Le cadre hyper-restrictif de ce que l'on demande à ces agents, ce qui provoque bien souvent une impossibilité à s'adapter aux situations. Cette critique est corrélée à l'excès de normes qui pèsent sur ces agents (et un peu aussi à leur façon d'appliquer bêtement ces normes, mais bien souvent ils n'ont pas le choix).&&Une évolution possible:&&Utiliser Internet pour dématérialiser certains services et mettre à profit les bâtiments pour mettre en commun certains services (une personne qui gère moins de dossiers mais ces dossiers sont plus vastes).;OE9;1
27 430;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;Je trouve que les démarches à faire pour telle ou telle question administrative sont souvent complexes et décourageantes. Je critique 2 points en particulier:&&- L'excès de fonctionnaires et d'agents des services publics, tellement nombreux qu'ils se marchent presque sur les pieds ce qui ralentit toutes les démarches.&&- Le cadre hyper-restrictif de ce que l'on demande à ces agents, ce qui provoque bien souvent une impossibilité à s'adapter aux situations. Cette critique est corrélée à l'excès de normes qui pèsent sur ces agents (et un peu aussi à leur façon d'appliquer bêtement ces normes, mais bien souvent ils n'ont pas le choix).&&Une évolution possible:&&Utiliser Internet pour dématérialiser certains services et mettre à profit les bâtiments pour mettre en commun certains services (une personne qui gère moins de dossiers mais ces dossiers sont plus vastes).;OE9;1
27 430;Plus de numérisation;Je trouve que les démarches à faire pour telle ou telle question administrative sont souvent complexes et décourageantes. Je critique 2 points en particulier:&&- L'excès de fonctionnaires et d'agents des services publics, tellement nombreux qu'ils se marchent presque sur les pieds ce qui ralentit toutes les démarches.&&- Le cadre hyper-restrictif de ce que l'on demande à ces agents, ce qui provoque bien souvent une impossibilité à s'adapter aux situations. Cette critique est corrélée à l'excès de normes qui pèsent sur ces agents (et un peu aussi à leur façon d'appliquer bêtement ces normes, mais bien souvent ils n'ont pas le choix).&&Une évolution possible:&&Utiliser Internet pour dématérialiser certains services et mettre à profit les bâtiments pour mettre en commun certains services (une personne qui gère moins de dossiers mais ces dossiers sont plus vastes).;OE9;1
17 490;Incompétence et inefficacité;Sans avoir les clés pour résoudre ce problème, tout est long, compliqué et peu efficave;OE9;1
17 490;Lenteur administrative;Sans avoir les clés pour résoudre ce problème, tout est long, compliqué et peu efficave;OE9;1
4 120;Décentralisation;Il faut baisser le salaire des hauts fonctionnaires. Limité à 12 000 euros sauf pour les postes très important et a risque pour éviter la corruption.&&Il faut réduire le nombre de fonctionnaires drastiquement grâce a la révolution numérique. &&Il faut décentralisé l'état et créer des régions puissantes comme les landërs allemand.;OE9;1
4 120;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;Il faut baisser le salaire des hauts fonctionnaires. Limité à 12 000 euros sauf pour les postes très important et a risque pour éviter la corruption.&&Il faut réduire le nombre de fonctionnaires drastiquement grâce a la révolution numérique. &&Il faut décentralisé l'état et créer des régions puissantes comme les landërs allemand.;OE9;1
4 120;Diminution du nombre de fonctionnaires, parlementaires, ministres et hauts fonctionnaires;Il faut baisser le salaire des hauts fonctionnaires. Limité à 12 000 euros sauf pour les postes très important et a risque pour éviter la corruption.&&Il faut réduire le nombre de fonctionnaires drastiquement grâce a la révolution numérique. &&Il faut décentralisé l'état et créer des régions puissantes comme les landërs allemand.;OE9;1
4 120;Plus de numérisation;Il faut baisser le salaire des hauts fonctionnaires. Limité à 12 000 euros sauf pour les postes très important et a risque pour éviter la corruption.&&Il faut réduire le nombre de fonctionnaires drastiquement grâce a la révolution numérique. &&Il faut décentralisé l'état et créer des régions puissantes comme les landërs allemand.;OE9;1
9 990;Arrêter le nucléaire;L’arrêt des centrales nucléaires à fission est nécessaire mais doit prendre un peu de temps évidemment (la France est dépendante énergétiquement mais aussi en PIB et emplois) . En revanche le développement des énergies alternatives doit devenir une priorité nationale. 4 axes sont à développer simultanément : éolien marin français (mais oiseaux!!), solaire mais des avancées sont à faire en rendement, HYDROÉLECTRIQUE qui permet de surcroît le stockage car le rendement des batteries est mauvais pour l’instant et la CONSOMMATION. Ce point n’est pas assez mis en évidence mais nous consommons trop (enseignes lumineuses, publicités, éclairage, chauffage domestique...). &&Le transport alternatif est et sera plus lent. Réfléchir à une diminution des déplacements (télétravail, télééducation...), repenser le paradigme de notre monde : décentralisation des commerces, des infrastructures, réappropriation de l’unité familiale et de l’entraide en interne ce qui génère des déplacements plus courts et plus modulable en horaire et durée.;TE13;1
9 990;Développer les énergies renouvelables;L’arrêt des centrales nucléaires à fission est nécessaire mais doit prendre un peu de temps évidemment (la France est dépendante énergétiquement mais aussi en PIB et emplois) . En revanche le développement des énergies alternatives doit devenir une priorité nationale. 4 axes sont à développer simultanément : éolien marin français (mais oiseaux!!), solaire mais des avancées sont à faire en rendement, HYDROÉLECTRIQUE qui permet de surcroît le stockage car le rendement des batteries est mauvais pour l’instant et la CONSOMMATION. Ce point n’est pas assez mis en évidence mais nous consommons trop (enseignes lumineuses, publicités, éclairage, chauffage domestique...). &&Le transport alternatif est et sera plus lent. Réfléchir à une diminution des déplacements (télétravail, télééducation...), repenser le paradigme de notre monde : décentralisation des commerces, des infrastructures, réappropriation de l’unité familiale et de l’entraide en interne ce qui génère des déplacements plus courts et plus modulable en horaire et durée.;TE13;1
28 680;Plus de transparence;Rapidité des réponses et surtout clarifier qui décide de quoi entre commune métropole Department région et état;OE11;1
28 680;Simplification démarche administratives;Rapidité des réponses et surtout clarifier qui décide de quoi entre commune métropole Department région et état;OE11;1
28 390;Inciter à la mobilité;Pousser les gens à déménager : ne rien faire;OE11;1
7 340;Plus de moyens aux communes / plus de décentralisation;Avec de nouveaux budgets, ceux que l'on supprime pour rationaliser et réduire les coûts.&&Vos questions tendent à détourner la question cruciale de la répartition budgétaire, en orientant les réponses sur le défi technique que représenterait les améliorations, alors que tous les professionnels pointent les suppressions et les baisses de budget;OE11;1
28 700;Etre plus à l'écoute;Il faudrait penser à redonner un peu de pouvoir aux petites personnes en écoutant et en remontant les informations comme le grand débat. Mettre en place une application permettant via notre identifiant national électeur de donner facilement notre avis sur un projet et permettre de connaître le résultat d'un sondage en toute sincerite;OE11;1
28 700;Plus de transparence;Il faudrait penser à redonner un peu de pouvoir aux petites personnes en écoutant et en remontant les informations comme le grand débat. Mettre en place une application permettant via notre identifiant national électeur de donner facilement notre avis sur un projet et permettre de connaître le résultat d'un sondage en toute sincerite;OE11;1
28 700;Simplification démarche administratives;Il faudrait penser à redonner un peu de pouvoir aux petites personnes en écoutant et en remontant les informations comme le grand débat. Mettre en place une application permettant via notre identifiant national électeur de donner facilement notre avis sur un projet et permettre de connaître le résultat d'un sondage en toute sincerite;OE11;1
10 390;Plus de moyens aux communes / plus de décentralisation;L’état des routes et infrastructures est de plus en plus inadmissible&&Certaines routes sont à l’abandon alors que de nouvelles routes voient le jour... pourquoi créer de nouvelles routes quand on peine déjà à entretenir les anciennes !!!&&Concernant l’emploi, définir pour chaque communauté de commune les secteurs d’activité qui créent de l’emploi et créer les formations nécessaires pourraient réduire le taux de chômage &&Relancer la création d’entreprise en réduisant les taxes et impôts pour toutes les PME (même après 3 ans d’activité)&&Les PME sont les plus créatrice d’emplois mais ce sont celle qui payent le plus de rsi, de taxes et impôts.... et finissent par licencier faute de moyens pour continuer d’exister&&Qd les grands groupes payent leurs salariés aux rabais et augmentent leurs dividendes, les petites entreprises licencient pour continuer de vivre sous le poids des charges&&Donner plus de moyens aux créateurs d’entreprises... Accre n’est pas suffisante pr lancer une entreprise... et un créateur vit avec moins de 750€ par mois pour vivre et payer les charges...;OE11;1
13 060;Plus de moyens aux communes / plus de décentralisation;En remettant de vrais moyens financiers et humains. Cesser les coupes budgétaires.;OE11;1
32 680;Arrêter le nucléaire;Il serait intéressant de financer plus la recherche pour trouver des alternatives à divers problèmes. La question du nucléaire est très importante aussi, arrêter le nucléaire est impossible, mais il faut largement privilégier la fusion à la fission. La fusion nucléaire est bcp plus rentable cependant il faut la développer, les énergies renouvelables sont intéressantes à l'échelle locale pour certain bâtiment public ou autre;TE13;1
32 680;Développer les énergies renouvelables;Il serait intéressant de financer plus la recherche pour trouver des alternatives à divers problèmes. La question du nucléaire est très importante aussi, arrêter le nucléaire est impossible, mais il faut largement privilégier la fusion à la fission. La fusion nucléaire est bcp plus rentable cependant il faut la développer, les énergies renouvelables sont intéressantes à l'échelle locale pour certain bâtiment public ou autre;TE13;1
28 030;Lois et accords commerciaux plus restrictifs;Que l'État arrête de fermer les yeux sur la situation ! Et qu'il accompagne dans faire peur, les citoyens dans leur transitions à l'aide des acteurs déjà mobilisés. &&Revoir les accords commerciaux européens, mondiaux qui ne favorisent pas cette transition. &&En parler à l'école des le plus jeunes âges...;TE13;1
28 030;Plus d'éducation;Que l'État arrête de fermer les yeux sur la situation ! Et qu'il accompagne dans faire peur, les citoyens dans leur transitions à l'aide des acteurs déjà mobilisés. &&Revoir les accords commerciaux européens, mondiaux qui ne favorisent pas cette transition. &&En parler à l'école des le plus jeunes âges...;TE13;1
28 030;Exemplarité des politiques;Que l'État arrête de fermer les yeux sur la situation ! Et qu'il accompagne dans faire peur, les citoyens dans leur transitions à l'aide des acteurs déjà mobilisés. &&Revoir les accords commerciaux européens, mondiaux qui ne favorisent pas cette transition. &&En parler à l'école des le plus jeunes âges...;TE13;1
12 170;Services médicaux dans les zones rurales;Insisté les jeunes médecins à venir dans nos campagnes et d'autres professionnels de santé.;OE11;1
4 010;En étant proche des gens / présence physique;Rendre attractives les régions les plus sinistrées en compensant par un service public plus présent et plus polyvalent;OE11;1
4 010;Simplification démarche administratives;Rendre attractives les régions les plus sinistrées en compensant par un service public plus présent et plus polyvalent;OE11;1
4 010;Plateforme unique service publique et maison de services publics;Rendre attractives les régions les plus sinistrées en compensant par un service public plus présent et plus polyvalent;OE11;1
3 130;Changement mode de consommation;Il faut changer de modèle d'agriculture. Encourager les petits producteurs. Aujourd'hui le bio pollue aussi à cause du labourage mécanique, mais il faut pousser d'autres modes de production.;TE13;1
3 130;Agriculture raisonnée, bio, circuits courts;Il faut changer de modèle d'agriculture. Encourager les petits producteurs. Aujourd'hui le bio pollue aussi à cause du labourage mécanique, mais il faut pousser d'autres modes de production.;TE13;1
42 910;Etre plus à l'écoute;Être plus à l'ecoute de la population, pourquoi pas organiser plus de référendum, c'est un droit qui est selon moi peu utiliser, alors qu'il est extrêmement utile pour pouvoir écouter la population. On peut faire des référendum a différentes echelles (commune, département, régions, national...)  selon moi il y a des décisions politique peu importe l'echelle qui devraient passer uniquement par le référendum... C'est à creuser, mais utiliser plus ce droit s'il vous plaît... Il me paraît tellement évident pour questionner la population... Faire une réforme sans demander l'avis des Français pour provoque des manifestations et retirer la réforme 1 mois après, c'est débile... Le référendum peu éviter cela...;OE11;1
42 910;Plus de transparence;Être plus à l'ecoute de la population, pourquoi pas organiser plus de référendum, c'est un droit qui est selon moi peu utiliser, alors qu'il est extrêmement utile pour pouvoir écouter la population. On peut faire des référendum a différentes echelles (commune, département, régions, national...)  selon moi il y a des décisions politique peu importe l'echelle qui devraient passer uniquement par le référendum... C'est à creuser, mais utiliser plus ce droit s'il vous plaît... Il me paraît tellement évident pour questionner la population... Faire une réforme sans demander l'avis des Français pour provoque des manifestations et retirer la réforme 1 mois après, c'est débile... Le référendum peu éviter cela...;OE11;1
15 740;Taxe sur les plus gros pollueurs;L'urgence climatique doit être prise en compte aujourd'hui. Même si tous les individus diminuent leurs déchets, c'est l'industrie qui doit modifier ses produits et produire de manière eco-responsable. L'état doit taxer les industries, si il n'y pas de taxe, les entreprises ne feront rien. Ce n'est pas aux citoyens mais au gouvernement de prendre leurs responsabilités.;TE13;1
15 740;Exemplarité des politiques;L'urgence climatique doit être prise en compte aujourd'hui. Même si tous les individus diminuent leurs déchets, c'est l'industrie qui doit modifier ses produits et produire de manière eco-responsable. L'état doit taxer les industries, si il n'y pas de taxe, les entreprises ne feront rien. Ce n'est pas aux citoyens mais au gouvernement de prendre leurs responsabilités.;TE13;1
5 980;Etre plus à l'écoute;Écouter la population et non  seulement une certaine classe sociale;OE11;1
33 530;Taxe sur les plus gros pollueurs;il me semble indispensable de contraindre par la législation et la réglementation les entreprises comme les citoyens, afin d'inciter la transition écologique.&&Il faut fixer des dates à partir desquelles tel comportement ou produit nuisible serait interdit, et ainsi tous auraient le temps de s'adapter.;TE13;1
33 530;Lois et accords commerciaux plus restrictifs;il me semble indispensable de contraindre par la législation et la réglementation les entreprises comme les citoyens, afin d'inciter la transition écologique.&&Il faut fixer des dates à partir desquelles tel comportement ou produit nuisible serait interdit, et ainsi tous auraient le temps de s'adapter.;TE13;1
43 810;Préservation de la biodiversité;Protection de la&&Faune et de la&&Flore;TE13;1
10 470;Etre plus à l'écoute;En redonnant un sens à la démocratie, grace a de petites assemblés et des objectifs commun a petite echelles;OE11;1
10 470;Plus de moyens aux communes / plus de décentralisation;En redonnant un sens à la démocratie, grace a de petites assemblés et des objectifs commun a petite echelles;OE11;1
25 030;Lois et accords commerciaux plus restrictifs;La part de responsabilité du citoyens est infime face à la responsabilité des grandes entreprises. Aujourd'hui consommer est l'activité principale du citoyen français et ce que parce que la publicité et le fonctionnement global de la société lui font croire que l'essentiel est là. Or si les grandes entreprises avaient pour vocation la sauvegarde de l'environnement, que même 10% de leurs moyens étaient destinés à préserver notre planète et non à augmenter leur profit au dépend du consommateur, le changement selon moi serait radical.;TE13;1
25 030;Changement des modes de production;La part de responsabilité du citoyens est infime face à la responsabilité des grandes entreprises. Aujourd'hui consommer est l'activité principale du citoyen français et ce que parce que la publicité et le fonctionnement global de la société lui font croire que l'essentiel est là. Or si les grandes entreprises avaient pour vocation la sauvegarde de l'environnement, que même 10% de leurs moyens étaient destinés à préserver notre planète et non à augmenter leur profit au dépend du consommateur, le changement selon moi serait radical.;TE13;1
14 050;Amélioration logements;Il est bien évident que seul le propriétaire d'un logement sera aidé pour l'amélioration de son habitat, mais pas le locataire.&&Dernièrement une jeune femme enceinte est morte suite à une intoxication, elle se chauffait au charbon dans une casserole faute de moyens pour le chauffage et les habitants de son immeuble en faisaient autant. Se chauffer au charbon dans une casserole en 2019 faute de moyens, c'est terrible.;TE13;1
26 970;Taxe sur les plus gros pollueurs;Financement des exploitations agricoles bio. Taxation des gros pollueurs et des produits importés.;TE13;1
26 970;Lois et accords commerciaux plus restrictifs;Financement des exploitations agricoles bio. Taxation des gros pollueurs et des produits importés.;TE13;1
26 970;Agriculture raisonnée, bio, circuits courts;Financement des exploitations agricoles bio. Taxation des gros pollueurs et des produits importés.;TE13;1
26 970;Changement des modes de production;Financement des exploitations agricoles bio. Taxation des gros pollueurs et des produits importés.;TE13;1
9 720;Colère;Beaucoup d'argent des contributions  dépensé  pour des cop inutiles. Les gouvernements  dont de l'envisage et protège les réels pollueurs;TE13;1
14 590;Lois et accords commerciaux plus restrictifs;La France gagnerait à être l'un des pionniers de la transition écologique. C'est un enjeu de long terme, les premiers dans la course seront les premiers à en récolter les fruits. Cela pourra prendre 100, 200 ans, mais c'est maintenant qu'il faut se bouger pour les générations futures qui n'ont pas à souffrir des erreurs de leurs ainés;TE13;1
14 590;Exemplarité des politiques;La France gagnerait à être l'un des pionniers de la transition écologique. C'est un enjeu de long terme, les premiers dans la course seront les premiers à en récolter les fruits. Cela pourra prendre 100, 200 ans, mais c'est maintenant qu'il faut se bouger pour les générations futures qui n'ont pas à souffrir des erreurs de leurs ainés;TE13;1
3 710;Inciter à la mobilité;Un plus grand investissement de la part de l'état dans ces territoires pour leur donner un meilleur accès au service public (bus, trains) tout en faisant au mieux pour respecter l'environnement;OE11;1
23 750;Limitation emballages plastique;La biodiversité n'est pas un patrimoine culturel à protéger. Nous sommes membres de cette biodiversité, ainsi de l'escargot au rhinocéros nous devons protéger toutes les espèces. Et mettre les moyens pour cela.&& Pour la pollution à l'origine d'infertilité, de cancers, de maladies, de raccourcissement de l'espérance de vie chez l'homme et tous les organismes , nous connaissons les polluants dangereux (glyphosate, bisphenols, etc) il faut les interdire maintenant . Peu importe des conséquences avec des utilisateurs dans la rue, il faut nous protéger et protéger l'ensemble des espèces sur terre de ces toxiques !&&Pour la biodiversité, il faut créer plus d'espaces non bitumés dans les villes pour l'accueillir.&&Pour la transition écologique, les idiots qui pensent que le nucléaire est une solution devraient être mis à la porte car nous n'avons pas le droit de laisser a la postérité des déchets nucléaires très dangereux, c'est une honte de laisser a nos arrières petits enfants le soin de gérer nos déchets...&&Pour le plastique, il faut l'interdire au maximum lorsqu'il n'est pas utile, plus de boîtes, bouteilles en plastique mais en verre etc.&&Pour la transition énergétique il y a des solutions, l'énergie  marée  motrice,, lesmicro algues et l'hydrogène par exemple;TE13;1
23 750;Arrêter le nucléaire;La biodiversité n'est pas un patrimoine culturel à protéger. Nous sommes membres de cette biodiversité, ainsi de l'escargot au rhinocéros nous devons protéger toutes les espèces. Et mettre les moyens pour cela.&& Pour la pollution à l'origine d'infertilité, de cancers, de maladies, de raccourcissement de l'espérance de vie chez l'homme et tous les organismes , nous connaissons les polluants dangereux (glyphosate, bisphenols, etc) il faut les interdire maintenant . Peu importe des conséquences avec des utilisateurs dans la rue, il faut nous protéger et protéger l'ensemble des espèces sur terre de ces toxiques !&&Pour la biodiversité, il faut créer plus d'espaces non bitumés dans les villes pour l'accueillir.&&Pour la transition écologique, les idiots qui pensent que le nucléaire est une solution devraient être mis à la porte car nous n'avons pas le droit de laisser a la postérité des déchets nucléaires très dangereux, c'est une honte de laisser a nos arrières petits enfants le soin de gérer nos déchets...&&Pour le plastique, il faut l'interdire au maximum lorsqu'il n'est pas utile, plus de boîtes, bouteilles en plastique mais en verre etc.&&Pour la transition énergétique il y a des solutions, l'énergie  marée  motrice,, lesmicro algues et l'hydrogène par exemple;TE13;1
23 750;Développer les énergies renouvelables;La biodiversité n'est pas un patrimoine culturel à protéger. Nous sommes membres de cette biodiversité, ainsi de l'escargot au rhinocéros nous devons protéger toutes les espèces. Et mettre les moyens pour cela.&& Pour la pollution à l'origine d'infertilité, de cancers, de maladies, de raccourcissement de l'espérance de vie chez l'homme et tous les organismes , nous connaissons les polluants dangereux (glyphosate, bisphenols, etc) il faut les interdire maintenant . Peu importe des conséquences avec des utilisateurs dans la rue, il faut nous protéger et protéger l'ensemble des espèces sur terre de ces toxiques !&&Pour la biodiversité, il faut créer plus d'espaces non bitumés dans les villes pour l'accueillir.&&Pour la transition écologique, les idiots qui pensent que le nucléaire est une solution devraient être mis à la porte car nous n'avons pas le droit de laisser a la postérité des déchets nucléaires très dangereux, c'est une honte de laisser a nos arrières petits enfants le soin de gérer nos déchets...&&Pour le plastique, il faut l'interdire au maximum lorsqu'il n'est pas utile, plus de boîtes, bouteilles en plastique mais en verre etc.&&Pour la transition énergétique il y a des solutions, l'énergie  marée  motrice,, lesmicro algues et l'hydrogène par exemple;TE13;1
23 750;Préservation de la biodiversité;La biodiversité n'est pas un patrimoine culturel à protéger. Nous sommes membres de cette biodiversité, ainsi de l'escargot au rhinocéros nous devons protéger toutes les espèces. Et mettre les moyens pour cela.&& Pour la pollution à l'origine d'infertilité, de cancers, de maladies, de raccourcissement de l'espérance de vie chez l'homme et tous les organismes , nous connaissons les polluants dangereux (glyphosate, bisphenols, etc) il faut les interdire maintenant . Peu importe des conséquences avec des utilisateurs dans la rue, il faut nous protéger et protéger l'ensemble des espèces sur terre de ces toxiques !&&Pour la biodiversité, il faut créer plus d'espaces non bitumés dans les villes pour l'accueillir.&&Pour la transition écologique, les idiots qui pensent que le nucléaire est une solution devraient être mis à la porte car nous n'avons pas le droit de laisser a la postérité des déchets nucléaires très dangereux, c'est une honte de laisser a nos arrières petits enfants le soin de gérer nos déchets...&&Pour le plastique, il faut l'interdire au maximum lorsqu'il n'est pas utile, plus de boîtes, bouteilles en plastique mais en verre etc.&&Pour la transition énergétique il y a des solutions, l'énergie  marée  motrice,, lesmicro algues et l'hydrogène par exemple;TE13;1
370;Arrêt voiture électrique;"Il ne faut surtout pas que la transition écologique devienne une punition, c'est ce qui se passe avec l'augmentation du carburant (surtout du diesel). Il faut bien comprendre que le diesel nous été encore vendu il n'y a pas si longtemps comme propre et que son achat était préconisé ! Du coup, le changement doit être progressif et se faire en douceur (arrêter de commercialiser les moteurs diesel par exemple, ils vont ainsi disparaître au fur à mesure). Il faut aussi arrêter de prendre les français pour des ""demeurés"", nous vendre les voitures électriques alors que leur impact énergétique est conséquent et encore inconnu sur certains points (quid des batteries usagées ?). Un peu comme les panneaux solaires, OK l'énergie est propre mais quid du recyclage de ces panneaux ? Malgré l'urgence écologique, il ne faut pas faire n'importe quoi non plus. Un autre point à développer serait l'acceptation de la décroissance, clairement, on ne peut plus consommer comme ce fut le cas. Il faut combattre l'obsolescence programmée, limiter les sorties des appareils électriques (le marché des smartphones, c'est aberrant), lutter contre les emballages inutiles (le carton autour du tube de dentifrice ?!)... Bref, énormément de choses à faire, même celle qui peuvent paraître insignifiantes (le carton dentifrice ;) )";TE13;1
