customer_id,question_name,answer,theme
20100,DC11,"Éduquer, répéter sans cesse que lorsqu'on ne vote pas, on ne peut pas donner son avis lors d'un débat. Rendre les élections présidentielles, législatives et européennes OBLIGATOIRES pour tout citoyen de 18+ ans. Je crois que ce serait une bonne idée de proposer le vote des élections régionales et communales aux 16+ ans, cela leur permettrait de commencer à avoir une implication dans la vie citoyenne et ils pourraient se sentir d'avantage représentés.",Démocratie et citoyenneté
20101,DC11,"Des référendums plus fréquents, plus de transparence sur les décisions prises ou en révision",Démocratie et citoyenneté
20123,DC11,Faire en sorte que le vote blanc compte et informer via les réseaux sociaux par exemple pour que les plus jeunes se sentent concernés,Démocratie et citoyenneté
20124,DC11,Donner aux citoyens l'impression d'avoir vraiment le choix. Le problème est que les politiques ont toujours le pouvoir qui leur monte à la tête... les référendums sont une très bonne idée,Démocratie et citoyenneté
20136,DC11,"en s' exprimant par le biais des médias etc....qu""'ils puissent présenter  une liste aux élections",Démocratie et citoyenneté
20137,DC11,Avoir des candidats qui tiennent la route. Des candidats intègres et non uniquement représentant d'une classe sociale élitiste dominante.,Démocratie et citoyenneté
20142,DC11,"D'une part à travers un nouveau mode de scrutin, le jugement majoritaire, qui permet d'exprimer ses choix de façon plus precise et plus complète, 
D'autres part, en travaillant d'avantage sur la moralisation et l'exemplarité  des représentants du peuple : casier judiciaire vierge par exemple, mais aussi indemnisation raisonnable, indexé sur le salaire médian (de toute manière l'Etat n'a pas les moyens de s'aligner sur les lobbies pour lutter contre la corruption).",Démocratie et citoyenneté
20155,DC11,Il faudrait que les politiciens arrêtent de nous prendre pour des cons nous le petit peuple,Démocratie et citoyenneté
20156,DC11,"Il faudrait former les citoyens, avec des cours tôt sur la politique et les questions de société.
Prendre en compte le vote blanc et nul.
Obliger les élus à respecter leurs promesses électorales.",Démocratie et citoyenneté
20162,DC11,"Pour inciter les citoyens à voter, il suffirait de leur offrir mieux que le choix entre la peste et le choléra.
Le référendum devrait être une norme, surtout au niveau local.",Démocratie et citoyenneté
20166,DC11,"La participation politique est un droit, au même titre que le vote. Chacun y participe selon sa volonté.

Ce qu'on peut questionner, c'est la disponibilité politique de chacun, quand on a un emploi, le temps disponible est faible et la fatigue (physique et morale) démobilise la population politiquement.

Ensuite, on peut s'interroger sur la valorisation de la participation citoyenne ... Peu de lieu d'expression, aucun espace d'expérimentation, aucune éducation politique ...",Démocratie et citoyenneté
20177,DC11,"Proposer un dialogue, une écoute respective de chaque parti et donnant la voix au peuple. Pour ce faire, simplifier l’information, proposer une émission neutre politiquement pour exposer des idées et projet.",Démocratie et citoyenneté
20206,DC11,"Rétablir une communication plus proche du peuple au niveau national dans un premier temps. Favoriser l'utilisation de techniques de démocratie semi-directe comme le referendum. Dans un second temps donner plus d'importance au niveau local de la politique. Préférer une délégation locale des compétences de l'État, à un niveau plus proche du citoyen.",Démocratie et citoyenneté
20208,DC11,Mettre en place le RIC et cessez de fantasmer sur le RIP. Instaurer une chambre avec des représentants tirés au sort à la place du sénat ou de l'assemblée nationale. Réviser le statut des élus et les faire descendre de leur piédestal avec un procédé de révocation.,Démocratie et citoyenneté
20210,DC11,"Faire en sorte que la politique ne soit pas un de ces sujets à ''probléme'', en le rendant plus courant et plus explicite",Démocratie et citoyenneté
20218,DC11,"S'insipirer du système Suisse :
De nombreuses consultations des citoyens : 1 question et des dossiers expliquant la question, donnant les points de vues de chaque partie, possibilité de vote par courrier",Démocratie et citoyenneté
20231,DC11,"Rendre le vote obligatoire, avoir une approche pédagogique des enjeux, réduire les débats non pertinents, imposer une plus grande transparence des financements, organiser des réunions au niveau local afin d'expliquer et présenter les choix effectués au niveau national.",Démocratie et citoyenneté
20232,DC11,Obligatoire pour tous,Démocratie et citoyenneté
20236,DC11,Arrêter de promettre et ne pas yenir,Démocratie et citoyenneté
20251,DC11,"Pour ces deux questions, la réponse se trouve dans la nature de notre démocratie qui est représentative. Sans doute, nous, citoyens, souhaitons participer à la vie politique et non pas seulement la déléguer à des représentants. Les citoyens ne se sentent plus correctement représentés, alors laissez les être leurs propre représentant dans certains domaines. Une réforme constitutionnelle visant à développer une démocratie directe serait à réfléchir. Le pouvoir est monopolisé par l'exécutif également.",Démocratie et citoyenneté
20254,DC11,sensibiliser les jeunes via internet et avoir des bon representant politique,Démocratie et citoyenneté
20265,DC11,"En prenant en compte le vote blanc.
Utiliser le numérique et internet pour faire arbitrer la politique par les citoyens, et organiser régulièrement des réunions publiques ainsi que des référendums à diverses échelles.",Démocratie et citoyenneté
20268,DC11,"Respecter leur choix, les écouter je serai favorable à un 49-3 citoyen et le remplacement du cese par une assemblée de citoyens représentatifs de la France",Démocratie et citoyenneté
20281,DC11,"prendre en compte le vote blanc est pour moi primordial, ne me sentant pas représenté politiquement, je ne vais pas voter, si le vote blanc été comptabilisé il y aurait beaucoup plus de votants",Démocratie et citoyenneté
20287,DC11,Nous sommes en profonde crise politique où nos politiciens ne sont pas reconnus comme représentatif pour la plupart. Il faudrait une honnêteté sans faille à instaurer. Il faut également responsabiliser à ces démarches et en démontrer l'importance,Démocratie et citoyenneté
20294,DC11,Être honnête,Démocratie et citoyenneté
20295,DC11,"Prendre en compte le vote blanc. Mieux former a la citoyenneté des l'adolescence et réellement informer sur la politique, comment elle s'exécute. Encourager les débats a l'échelle locale et renforcerr l'écoute des grandes institutions. Le référendum pourrait être une bonne solution sur certains points",Démocratie et citoyenneté
20305,DC11,"Faire une éducation a la citoyenneté qui ne consiste pas seulement à apprendre le nombre de députés mais aussi a s'intéresser à la vie de la cité dans laquelle on se trouve, pour que les jeunes s'engagent dans des projets concrets dès leur plus jeune âge, qu'ils comprennent qu'ils peuvent changer les choses s'ils s'impliquent (cf par exemple Les Cités D'or)

Ensuite, les états généraux (de l'alimentation notamment) étaient une bonne chose pour permettre a chacun de participer, mais cela donne aussi l'impression de noyer nos idées au milieu d'un forum que personne ne lira et que je n'aurai donc une nouvelle fois aucun impact... Des débats au niveau local (commune notamment) sont sans doute plus adaptés pour de la démocratie participative.

Le député a un rôle a jouer avec ses administrés pour les informer de ses votes, les consulte, leur expliquer les lois qui passent...",Démocratie et citoyenneté
20307,DC11,Vote obligatoire,Démocratie et citoyenneté
20317,DC11,Les écouter et vivre leurs vies ! Les élus sont des privilégiés qui ne vivent pas dans le même monde que nous,Démocratie et citoyenneté
20320,DC11,Rendre le vote obligatoire,Démocratie et citoyenneté
20327,DC11,En arrêtant de leurs raconter des conneries,Démocratie et citoyenneté
20347,DC11,Le référendum est primordial dans les grandes décisions et pour participer davantage aux élections il faut changer complètement le mode d’élection,Démocratie et citoyenneté
20355,DC11,Vote obligatoire sous peine d'amende comme en Belgique,Démocratie et citoyenneté
20356,DC11,D arreter de mentir car une fois elu se n est plus la meme,Démocratie et citoyenneté
20361,DC11,"forcer le vote et créer des forums d’expression au moment des campagnes électorales
Proposer des votes sur les éléments de programme et pas pour un programme en entier(pour pouvoir associer des convictions écologiques et économiques quand aucun candidats ne parlait des deux)",Démocratie et citoyenneté
20386,DC11,Avoir des objectifs national concret arrêter les mêmes choses impossible que l’on nous balance chaque année avec une obligation de résultat moins de promesses et des choses concrètes,Démocratie et citoyenneté
20399,DC11,"Proposer des programmes politiques qui soulignent tous les échelons sociaux et essaient d’aider profondément le pays dans tous ses mauvais aspects (dette, écologie, précarité, immigration)",Démocratie et citoyenneté
20420,DC11,Être vraiment écouté,Démocratie et citoyenneté
20431,DC11,Les candidats ne sont pas représentatifs et font carrières.il fait des candidats avec une durée ou un nombre de mandats limités. Il faut tirer systématiquement des gens au sort pour être représentant    Il faut plus de votes locaux digitaux.,Démocratie et citoyenneté
20432,DC11,"Que tout le monde puissent se présenter, établir un budget maximum general donné à chaque personnes qui se présentent pour leur campagne. Tout le monde doit avoir le même budget, pour pouvoir laisser une chance a chacun.",Démocratie et citoyenneté
20440,DC11,"Faire en sorte que les gens ne votent plus pour un parti ou un représentant ce qui amène à voter pour le plus beau et le plus doué en rethorique mais à voter pour un programme que l'élu devra obligatoirement mettre en place. Et à l'inverse qu'il ne puisse pas sortir une réforme qui n'était pas prévue.

Ou alors ne plus élire de représentant du tout. Avec les technologies il est tout à fait possible de donner son avis à toute la population plutôt qu'à 500 personnes dont seulement une poignée a été choisi par nous et qui ne nous représentent pas (car ce sont en très grande majorité des hommes, blanc, âgés et riches).
Si on mettait un vote pour davantage de décision (et pas juste un référendum que le pouvoir est libre ensuite d'écouter ou non).
On pourrait faire comme en Suisse où l'on informe correctement sur le sujet avant de voter et où l'abstention concerne les gens qui n'ont pas d'avis sur le sujet.
Moi je n'ai pas envie de voter car je n'ai pas d'avis sur choisir mr riche-blanc assoiffé de pouvoir ou son clone. En revanche si on me demande de voter sur des décisions écologiques j'en ai un. Et je ne suis pas influencé par les lobbies. Jamais je n'aurai voter de loi en faveur des chasseurs.",Démocratie et citoyenneté
20446,DC11,"Les impliquer dans le processus de décision. Le vote ne semble pas avoir d'importance, les citoyens ne savent parfois même pas pourquoi / pour qui ils votent, comment fonctionnent les organes politiques.",Démocratie et citoyenneté
20481,DC11,"- Enseigner les fondements de la politique à l'école de manière régulière afin que les citoyens prennent conscience de leur pouvoir décisionnaire.
- Vote obligatoire.",Démocratie et citoyenneté
20489,DC11,"Instaurer un référendum locale comme en suisse. 
Comptabiliser les bulletins blancs",Démocratie et citoyenneté
20490,DC11,"en instaurant le RIC (référendum initiative citoyenne) 
la rupture entre l états et les citoyens est profonds 
la confiance est détruite, surtout que les derniers référendums sont allés à l encontre de la volontés des citoyens 
les français n y crois plus et sentent bien qu'elle n'a pas le minimum de souveraineté, les décision sont pris par des membres du gouvernement, pour le gouvernement et leurs intérêts (Attali ) 
ce qui s appel une olligarchie (un ou des groupes de personne qui prennent des décisions )  et non une democratie << representatif>> 
ou peut être revoir le système de votes en incluant un système de point ce qui éviterai de voter contre la peste ou le choléra a partir du deuxième tour",Démocratie et citoyenneté
20504,DC11,Jamaus je n'inciterai quelqu'un a choisir un maître.,Démocratie et citoyenneté
20516,DC11,Avoir des programmes politiques et des réformes qui répondent à nos attentes...,Démocratie et citoyenneté
20517,DC11,Il faudrait que le citoyen français est règlement l'impression que son vote change quelque chose et pas que ce soit une élite d'enarques complètement détachées du peuple qui prennent toutes les décisions sans consulter le peuple,Démocratie et citoyenneté
20525,DC11,"Participer davantage aux élections :

Rendre le vote obligatoire.

Reconnaissance du vote blanc.

Instaurer un nouveau système de vote. Qui est votre favori ? Votre second favori ? Faire une liste de candidat et ne plus voter que pour un seul.

Créer une Assemblée constituante avec des gens qui n'ont jamais été élu.

Passer à la 6ème république. La république du peuple.",Démocratie et citoyenneté
20526,DC11,Donner le choix sur les décisions importantes ou mineure aux citoyens (RIC),Démocratie et citoyenneté
20529,DC11,"Changez de méthode de vote => attribuer une note à chaque candidat par exemple.
Ne plus entendre parler de gauche et de droite, et encore moins d'extrême",Démocratie et citoyenneté
20540,DC11,Expliquer sans démagogie le fonctionnement de l’état. Faire participer tous les citoyens 1 fois dans leur vie a l’exercice de l’état via tirage au sort. Plus d’explications et moins de sensationnel,Démocratie et citoyenneté
20554,DC11,Vous avez pensez à donner des cartes Pokémon gratuites pour les gens qui ont voté ? Perso ça me donnerai grave envie,Démocratie et citoyenneté
20559,DC11,"démocratie plus participative, et plus ancrée dans la vie quotidienne, réel appel au citoyen à son échelle afin de l’impliquer et de le politiser.",Démocratie et citoyenneté
20561,DC11,Avoir des politiques davantage liées aux idées de la population de tout milieu,Démocratie et citoyenneté
20567,DC11,Rendre le vote obligatoire sous peine d'amende,Démocratie et citoyenneté
20570,DC11,"Peendre en compte ke vote Blanc. Arrêter la politique ultra médiatisée comme aux états unis. Refonder en profondeur la société pour que les gens aient le sentiment que leurs votes soient utiles. RIC, assemblée participatives constituante , possibilité de destituer le président ou l'assemblée. Rendre le pouvoir au peuple et replacer les élus au service du peuple pourrait inciter les citoyens a participer davantage aux élections. Redonner confiance au citoyen en ses institutions et ses élus pour que le citoyen puisse se sentir pleinement citoyen.",Démocratie et citoyenneté
20572,DC11,Leurs prouver notament avec le vote blanc qu'ils sont les seule a décidé de leurs avenir et qu'ils peuvent changer les chose.,Démocratie et citoyenneté
20582,DC11,Prendre en compte les votes blancs et nuls afin d’avoir un pourcentage de votes représentants la réalité,Démocratie et citoyenneté
20595,DC11,"Plus de débats tout au long du mandat (quelques référendum sur des questions importantes)
Des hommes politiques plus honnêtes et de bonne foi",Démocratie et citoyenneté
20597,DC11,"Tant que certains resterons perçuadés que tout est manipulation, et resterons sur la position du tous pourris, c'est tous les mêmes, je ne vois pas ce qui pourra les faire bouger à part l'obligation de s'y rendre.
Il existe bien trop de sources de désinformation. C'est ça qu'il faudrait combattre, en parallèle avec l'ignorance.",Démocratie et citoyenneté
20605,DC11,"Remettre le débat au centre 
Ramener de la proximité auprès des populations 
Ne pas fermer certains lieux publics (trésor public...) pour que les gens dans des coins reculés se sentent délaissés, cela permet d’avoir des territoires avec de l’emploi et garder un certain dynamisme parfois primordial pour certains bassins",Démocratie et citoyenneté
20606,DC11,Il faut que les partis développent une démocratie interne pour que les personnes s'y engagent,Démocratie et citoyenneté
20609,DC11,"Que le vote blanc soit pris en compte.
Que le salaire presidentielle soit baissé pour ne pas encourager la course des politiciens vers l'argent.
Qu'il y ait 2 présidents.

Que les citoyens puissent ajouter leur voeux à un programme.",Démocratie et citoyenneté
20625,DC11,former à l'education civique,Démocratie et citoyenneté
20633,DC11,Ben leur de le Ric,Démocratie et citoyenneté
20639,DC11,"Prendre en compte leur voix, même quand elle est une voix d’opposition.",Démocratie et citoyenneté
20649,DC11,Que le mandats des elus soient revocables par les électeurs. Comme ça plus d'impunité,Démocratie et citoyenneté
20653,DC11,"Je pense que tout le monde à quelque chose à dire. Cependant je pense que le peuple ne se sent pas représenté, ni entendu, ni vu, ce qui expliquerait à mon sens l'abstention. Nous avons besoin de dirigeants qui ne soient pas des politiciens mais des citoyens. Et qu'ils le restent une fois au pouvoir, pour faire progresser la France (qui en a fort besoin). Et nous français, nous devons accepter le changement, quite à mettre des attendus de côté car voyons plus loin que notre égoïsme et regardons le monde qui nous entoure, nous devons apprendre et nous devons changer.",Démocratie et citoyenneté
20659,DC11,Qu'on nous en donne les moyens,Démocratie et citoyenneté
20660,DC11,Rendre le vote obligatoire et instaurer la proportionnelle pour que chacun sois représenter comme il se doit,Démocratie et citoyenneté
20671,DC11,"Que les média laissent s’exprimer toutes les opinions sans censure ou jugement de valeur, car les prétendants politiques depuis plusieurs élections ne répondent plus vraiment aux désirs des citoyens",Démocratie et citoyenneté
20679,DC11,"être plus transparent , plus compréhensif , refaire du terrains pour les  élus locaux",Démocratie et citoyenneté
20686,DC11,"Je pense que si le vote blanc est mieux considéré il n y a aucune raison pour laquelle les français ne viendrait pas voter 
Pour mieux associer les citoyens il faut mettre en place le référendum d initiative citoyenne",Démocratie et citoyenneté
20711,DC11,"Il existe beaucoup d'élections (municipales, départementales, régionales, législatives, européennes, présidentielles...). Dans d'autre pays, les électeurs profitent d'une période pour élire leurs maires et leurs représentants locaux, lors d'une même élections. Il faudrait peut être aussi des compte rendus plus fréquents, et un changement de le fonctionnement du parlement, pour être plus lisible. Aux citoyens de prendre leurs responsabilités, ou en se présentant aux différentes élections, sans avoir à subir les partis politiques.",Démocratie et citoyenneté
20721,DC11,Avoir contrôle sur les politiques et pouvoir les révoquer si ils ne respectent pas les doléances du peuple,Démocratie et citoyenneté
20735,DC11,La mise en place d'un référendum d'initiative populaire à l'image de la Suisse,Démocratie et citoyenneté
20746,DC11,Les impliquer en leur expliquant la fonction de ceux qu’ils élisent.,Démocratie et citoyenneté
20748,DC11,Qu'ils se sentent concernés (décisions à une échelle qu'ils peuvent sentir) par les décisions et les effets de celles-ci.,Démocratie et citoyenneté
20754,DC11,Il faut qu'ils soient les seuls décideurs,Démocratie et citoyenneté
20763,DC11,Rapprocher les élus et les citoyens.  Des élus davantage connus et plus proches des électeurs. Enseignement plus poussé à l'école.,Démocratie et citoyenneté
20775,DC11,"La loi prévoit que le mode principal pour l’adoption d’une loi est le référendum. Or, beaucoup de lois sont adoptées et très peu font l’objet d’une telle procédure. Le citoyen s’impliquerait plus si il était plus souvent sollicité dans la prise de décision",Démocratie et citoyenneté
20782,DC11,"Rendre le vote obligatoire et considérer le vote blanc. 
Pour mieux impliquer les citoyens dans la décision publique, le Grand Débat national qui a lieu en ce moment est une très bonne idée et devrait être repris sur une base régulière.",Démocratie et citoyenneté
20785,DC11,Le vote: que les élus soient respectueux de leurs électeurs et les consultent régulièrement et qu'ils soient révocable modalités à étudier,Démocratie et citoyenneté
20793,DC11,Revoir le système de vote: voter en fonction de chacune des idées des candidats et non de leur programme qu'on peut n'aimer qu'en partie !,Démocratie et citoyenneté
20806,DC11,Changer de système électoral,Démocratie et citoyenneté
20813,DC11,"Respecter les promesses électorales ce serait un début, parce Que pour beaucoup c est plutôt la citation de coluche ( si votre servait à quelque chose , ca fait longtemps qu'on aurait plus le droit) 
Se rendre compte que la moyenne des salaires c est 1200 euros?
Si une femme femme seule qui ne peut pas travailler et avec enfants touche 400 euros ( même pas le prix d une assiette à l Élysée)
Comprendre que le budget moyen des français correspond à 30 euros de courses alimentaires par semaine et par personne.
Aller vers le concret et ne pas baser sa connaissance du monde sur son coin de jardin.
Bref aller vers les français  pour de vrai"" après tout ce sont vos employeur?""",Démocratie et citoyenneté
20815,DC11,Donner la possibilité de révoquer les élus : ils seront obligés de tenir leurs promesses.,Démocratie et citoyenneté
20820,DC11,Proposer des candidats sérieux,Démocratie et citoyenneté
20830,DC11,"Il faut commencer par renforcer l’éducation à la citoyenneté dans l’éducation nationale, inciter les initiatives citoyennes, rendre obligatoire l’exercice d’un « investissement citoyen » pour les jeunes (notamment lors du futur service national universel », Favoriser les aménagements vie professionnelle/ vie associative",Démocratie et citoyenneté
20843,DC11,Le référendum initiative citoyenne,Démocratie et citoyenneté
20850,DC11,"La décentralisation et la responsabilisation politique et industrielle des grandes régions est pour moi clef. La notion d'état central me semble affaiblie a l'heure des revendications régionales et à l'heure où des réseaux indépendants sont facilement inter-connectables. 
Il est alors plus facile d'associer les citoyens aux décisions locales que régionales. L'attractivité économique des villes de France serait mieux distribuée.",Démocratie et citoyenneté
20858,DC11,"Ne pas faire des référendums si on ne tient pas compte des résultats dans la prise de décision. Faire de vrais cours d'éducation civique à l'école avec des débats. Rendre le monde politique plus représentatif (en genre, âge, revenus, origine sociale...) de la population française.",Démocratie et citoyenneté
20863,DC11,"Former dès l'école les citoyens quelle que soit leur origine : économie, droit constitutionnel",Démocratie et citoyenneté
20864,DC11,En instaurant le RIC ça donnera envie aux citoyens de s engager  pour son pays,Démocratie et citoyenneté
20868,DC11,Vote obligatoire. Prise en compte du vote blanc. Créer des plannings avec des réunions pour les gros textes de loi,Démocratie et citoyenneté
20873,DC11,Vote par internet,Démocratie et citoyenneté
20874,DC11,rendre le vote obligatoire ET en contrepartie prendre en compte le vote blanc,Démocratie et citoyenneté
20885,DC11,Pédagogie dès le lycée,Démocratie et citoyenneté
20886,DC11,Prendre en compte le vote blanc,Démocratie et citoyenneté
20889,DC11,"Plus de renseignement et de visibilité, prendre en compte les votes blancs, les élus avec des casiers n'ont plus le droit d'être elus",Démocratie et citoyenneté
20900,DC11,Tous ceux qui n'ont pas voté ne sont pas dignes de manifester,Démocratie et citoyenneté
20901,DC11,Le RIC en toutes matière,Démocratie et citoyenneté
20904,DC11,"Si certains refusent de participer aux élections c'est qu'ils n'ont pas l'impression d'avoir le choix. Il faut cesser de vouloir systématiquement régler des problèmes par la communication, c'est un peu condescendant ; une façon de dire que les gens ne comprennent pas plutôt que de comprendre qu'ils ne sont tout simplement pas d'accord avec les mesures où avec les moyens.",Démocratie et citoyenneté
20925,DC11,"La démocratie est sensée donner la parole au peuple. 
Si les programmes pouvaient être élaborés avec la participation des citoyens peut être seraient ils plus susceptibles d’être plus actifs. 
L’idéal serait de raccourcir le mandat des parlementaires afin de créer des mid term de façon a mieux pouvoir contrôler le gouvernement et son action",Démocratie et citoyenneté
20931,DC11,"Plus de transparence en politique, plus de politiciens de carrière et plus d'actions concrètes",Démocratie et citoyenneté
20932,DC11,"* si on veut intéresser le citoyen aux élections ,il faudra beaucoup de changement dans le comportement des élus(probité,un seul mandat national et plusieurs mandats locaux )honnête ,franc et soucieux des électeurs. 
Pas de projection dans un autre département où des parachutés !
Pour associer nos citoyens aux grandes orientations et aux décisions publiques ,il faut les impliquer en leur confiant une réunion publique ou l’on débat sur les grands projets  de la commune ,du département ou de la région ,où les élus animent ces réunions débats ,après quoi ils donneront leurs décisions,en espérant qu’ils auront tenu comptes des propositions de la réunion débat ou pas ?
Une lettre du Maire devrait être envoyée à chaque citoyen majeur sur les grands projets comme les décisions retenues .
De même à tous les échelons ,cela viendra en complément des diverses revues des communes ,du département et de la région .",Démocratie et citoyenneté
20941,DC11,"Il faut rendre le vote obligatoire, avec la possibilité de voter blanc et que ce soit réellement pris en compte. De plus, il faut qu’il y ait un retour des députés sur ce qu’ils font. Le député est élu localement, donc il doit représenter les électeurs de sa circonscription et pas seulement un parti",Démocratie et citoyenneté
20946,DC11,"en arretant de les prendre pour de cons, tout le monde sait que se sont les banquiers qui dirigent et que notre gouvernement n'est qu'a la botte de ces milliardaires",Démocratie et citoyenneté
20953,DC11,"Pour encourager les citoyens à voter, il faudrait déjà que les candidats soient des gens honnêtes !",Démocratie et citoyenneté
20957,DC11,"Les écouter,les connaîtré,",Démocratie et citoyenneté
20959,DC11,Les citoyens se détournent des élections car pendant longtemps les politiques n'appliquaient pas leur programme. Rendre les politiques responsables de leurs programmes de campagne inciterait les citoyens à faire plus confiance,Démocratie et citoyenneté
20976,DC11,Cesser de les mépriser à chaque prise publique de parole serait un bon début,Démocratie et citoyenneté
20979,DC11,"Introduire plus de vie politique locale, experimenté l'autogestion au niveau local, introduire une part de mandat imperatif au parlement",Démocratie et citoyenneté
20982,DC11,"Je ne comprends pas ceux qui ne votent pas, sous prétexte que ""ça ne change rien"". Si ces personnes ne veulent pas s'exprimer, ça les regarde, mais ça n'est pas la peine de critiquer ensuite les décisions prises. Peut-être que les orientations et décisions publiques devraient être prise en considérant mieux les avis des ONG, organisations citoyennes qui peuvent être spécialisées dans certains domaines.",Démocratie et citoyenneté
20988,DC11,RIC,Démocratie et citoyenneté
20994,DC11,Le problème est que les français n’ont plus confiance en La politique actuelle. C’est la raison pour laquelle ils ne votent pas. Où ils étaient poussés aussi à voter les extrêmes pour essayer le changement. Hors si les citoyens se ressentent impliqués dans les prises de décision comme avec un RIC ou RIP les gens voteront beaucoup plus,Démocratie et citoyenneté
21013,DC11,Éviter qu’une oligarchie administrative capte et crée une emprise sur les décisions publiques,Démocratie et citoyenneté
21022,DC11,"Leur donner plus de pouvoir, plus d'explication, leur donner le sentiment d'être proche et concerné par les décisions",Démocratie et citoyenneté
21027,DC11,Les écouter. Réellement.,Démocratie et citoyenneté
21033,DC11,"Présenter une offre politique correcte, sans magouilles ni gouailleurs.",Démocratie et citoyenneté
21042,DC11,Ne plus les mépriser comme c’est le cas depuis 18 mois c insoutenable !,Démocratie et citoyenneté
21045,DC11,Il suffirait de les respecter...trop de promesses non tenues parce qu 'intenables et de les ecouter mettre  en place à tous les échelons des commissions citoyennes,Démocratie et citoyenneté
21047,DC11,Mettre un terme à cette verticalité française de la politique.,Démocratie et citoyenneté
21061,DC11,"Rendre la politique accessible, faire comprendre les travaux qui ont été effectués et renvoyé une image sérieuse de nos représentants",Démocratie et citoyenneté
21071,DC11,Vote des 16 ans obligatoire l'Etat offrant la formation au permis de conduire pour une mobilité  réformer les Codes et Lois datant de 1800 et n'étant plus fonctionnel vu l'évolution de l'humanité depuis cette date,Démocratie et citoyenneté
21092,DC11,"1 En cas de référendum, la question doit être formulée par une source indépendante. L'idée est que le citoyen réponde à la question et pas à autre chose.
2 Donner une perspective (un enjeu universel,  le climat par exemple), faire participer le plus grand nombre au constat, au projet de solutions, fiscales, sociales,techniques. 
Proposer un projet en indiquant les acteurs, les renoncements nécessaires et les fruits attendus, le calendrier, même avec étape lointaines. Rendre compte régulièrement. Déléguer, décentraliser,responsabiliser. Que les initiateurs soient plus défenseurs du projet que de leur place. 
3 renforcer le pouvoir de la Cour des Comptes. 
4 Diminuer le nombre de parlementaires et leur donner plus de moyens d'investigation, de connaissances, de contrôle. 
5 Ne légiférer que sur l'essentiel.
6 Supprimer les lois et décrets contradictoires, obsolètes et inutiles.
7 Appliquer les règlements et décisions de l'Europe avec bon sens et sans zélé
 Exemple du fonds européen pour grds projets :  sur le quota français, il restait 700 millions d 'euros à distribuer"" cet été. Les Pays Bas et beaucoup d 'autres pays l'avait déjà affecté. Raison invoqué par le responsable européen un peu dépité : la lourdeur et la complexité des administrations françaises ! Il craint de ne pas pouvoir tout distribuer d'ici la date butoir !",Démocratie et citoyenneté
21094,DC11,Le système des acteurs politique n'est pas pensé pour associer les citoyens à la décision.,Démocratie et citoyenneté
21135,DC11,"Dès l'école, habituer les enfants à échanger et se prononcer sur le fonctionnement de l'école. Enseigner les processus de médiation, notamment la communication bienveillante selon Marshall Rosenberg.",Démocratie et citoyenneté
21141,DC11,Vote obligatoire et créer des référendums avec vote par internet,Démocratie et citoyenneté
21152,DC11,Voter sur les lieux de travail. Obligatoire sinon pénalité financière,Démocratie et citoyenneté
21160,DC11,"Intégrité de nos élus pour inspirer la confiance.
Pourquoi nos journalistes ont un abattement supplémentaire de 30% qui s’appliquer aux reporteurs de guerre?
Est il dangereux d’être dans le petit écran?",Démocratie et citoyenneté
21175,DC11,Informer les citoyens pendant les heures de travail.,Démocratie et citoyenneté
21196,DC11,"Il faudrait ouvrir les débats electoraux aux citoyens, ne plus laisser uniquement les potentiels élus avoir la parole. Concrètement, l'Etat devrait aller à l'écoute des citoyens et de leur problèmes du quotidiens. C'est à dire se détacher des bureaux et rencontrer personnellement les Françaises et les Français.",Démocratie et citoyenneté
21207,DC11,Organiser des référendums ponctuels,Démocratie et citoyenneté
21216,DC11,Plus de proximité avec les acteurs de la vie politique. Absence de conflit d'intérêt,Démocratie et citoyenneté
21218,DC11,"Leurs redonner confiance en la politique, avec des actions qui les touches directement et avec des effets immédiats",Démocratie et citoyenneté
21241,DC11,Rendre le vote obligatoire.,Démocratie et citoyenneté
21245,DC11,"Par l'éducation parentale, scolaire...pour une société qui aura éradiquer les lobbies, la fameuse dette....",Démocratie et citoyenneté
21251,DC11,"Que le gouvernement fasse les choses promises en respectant le peuple, référendum",Démocratie et citoyenneté
21266,DC11,"Rendre le vote obligatoire sous peine de sanctions 
Comptabiliser le vote blanc",Démocratie et citoyenneté
21267,DC11,"La démocratie représentative a fait ses preuves. Donnez du travail aux gens, une économie dynamique, une école efficace, et conserver cela par une bonne gestion diplomatique et tout ira bien dans le meilleur des mondes possibles. 

Comme le dit si bien yuval harari dans son livre 21 défis pour le 21e siecle (je pense que je fais une erreur sur le titre et sur l’auteur) l’avènement de la biotech et de l’infotech va supprimer des emplois et augmenter le niveau de qualifications requis pour obtenir un emploi. Cette évolution créera bientôt une classe d’inutiles économiquement. Attention d’impliquer ces inutiles dans la décision politique car sans ça, les extrêmes, gauche ou droite, se retrouveront au pouvoir dans tous les pays. 

Ma recommandation serait d’expliquer comment cela fonctionne aujourd’hui et les gens comprendraient que ca marche bien!",Démocratie et citoyenneté
21273,DC11,"À partir du collège faire des cours d’éducation civique qui déboucheraient sur un « permis citoyen » à valider aux élections ou référendum 
Aux majeurs n’ayant pas ce permis une carte les obligeants à aller voter avec validation immédiate pour tous les services publics (sur 5 élections au minimum 3 pour valider ses droits)",Démocratie et citoyenneté
21274,DC11,Vote obligatoire avec amendes,Démocratie et citoyenneté
