contribution;tag;corpus;question;count
24 183;Santé (hôpitaux, médecins);Les services de la communauté de communes sont plus présent, le pire à revoir est le medical;OE10;1
7 830;Taxer la finance;Mettre un impôt sur les plus values réalisée par le capital, l'art, les voitures de collection, etc;FI8;1
7 830;Taxer le luxe, polluant, importé;Mettre un impôt sur les plus values réalisée par le capital, l'art, les voitures de collection, etc;FI8;1
7 839;Autre / Passer;Rien;DC13;1
45 036;Rétablir ISF;Moins d'impôts forfaitaire plus d'impôts progressif. Il faudrait en priorité lutter contre les niches fiscales qui rendent l'impôt sur le revenu degressif et rétablir l'ISF;FI8;1
45 036;Taux IR égal pour tous;Moins d'impôts forfaitaire plus d'impôts progressif. Il faudrait en priorité lutter contre les niches fiscales qui rendent l'impôt sur le revenu degressif et rétablir l'ISF;FI8;1
45 039;Autre / Passer;Taxes, infrastructure, changement de mentalité;TE12;1
7 871;Autre / Passer;Sous-prefecture;OE10;1
7 873;vote obligatoire;Faire payer tous citoyens qui ne votent pas.&&Informer les citoyens des lois qui sont voté (référendum );DC11;1
16 601;Autre / Passer;Carburant;FI9;1
10 362;Lutte évasion, fraude, optimisation;Que les multi nationales, les hauts placé du gouvernement et les évadés fiscales payent leur impôts;FI8;1
10 362;Taxer les multinationales, GAFAM;Que les multi nationales, les hauts placé du gouvernement et les évadés fiscales payent leur impôts;FI8;1
10 362;Autre / Passer;Que les multi nationales, les hauts placé du gouvernement et les évadés fiscales payent leur impôts;FI8;1
31 450;Autre / Passer;On nous bassine de véhicules électriques dont on occulte volontairement la pollution induite par la production de ces véhicules (terres rares pour les batteries) vu que cette pollution n'est pas émise en France, dans le genre hypocrite on ne fait pas mieux;TE13;1
39 983;discriminations de classe / inégalités sociales;manque de logement. manque de mixité dans les quartiers pauvvres. ghettoisation des villages comme des cités. disrimination quelle qu'elle soit démarre pour des origines sociales;DC12;1
23 903;accès à l’école;L'éducation, la même pour tous !;II3;1
10 830;Santé (hôpitaux, médecins);Les hôpitaux, malgrés le manque de personnel, le personnel restant travaille sans relâche mais ne peuvent plus tenir, dans les urgences, souvent beaucoup d’attente;OE10;1
10 860;discriminations de classe / inégalités sociales;Réduire les inégalités sociales;DC12;1
7 904;Plus de tranches IR progressives;Prendre en compte plus de paramètres, être plus proportionnel et trouver une solution à l’évasion fiscale;FI8;1
7 904;Lutte évasion, fraude, optimisation;Prendre en compte plus de paramètres, être plus proportionnel et trouver une solution à l’évasion fiscale;FI8;1
11 353;Autre / Passer;L’immigration choisie, qui répond à un besoin spécifique est la seule condition à une politique migratoire intégrante.;II3;1
11 808;Autre / Passer;Impossible de faire du cas par cas, mais essayer de s'en rapprocher autant que possible;FI8;1
11 714;Autre / Passer;Transports, santé, éducation... tout manque, et de ce manque découle des inégalités selon les classes sociales. Pas d'évolution positive : seule la casse des services publics est à l'oeuvre.;OE10;1
11 883;Utilisation énergies Renouvelables;Vegetarien, sans voiture et poseur de panneaux solaire;TE11;1
11 883;Régime alimentaire;Vegetarien, sans voiture et poseur de panneaux solaire;TE11;1
11 883;Transports plus verts ou réduits;Vegetarien, sans voiture et poseur de panneaux solaire;TE11;1
40 033;Transports plus verts ou réduits;Je neprends plus la voiture je limite au maximum les déchets (vrac, compost) &&Mais le plus gros problème vient des industries pas des citoyens;TE11;1
46 104;Santé (hôpitaux, médecins);Avoir des soins médicaux de  bonnes qualités &&Habitant près d un CHU on dirait un mouroire et une prison;OE10;1
7 912;Aides financières, fiscalité incitative, baisse prix;Aide conséquente à l'achat d'un véhicule moins polluant. Efforts importants des industriels et de la grande distribution pour réduire les emballages plastiques.;TE12;1
7 912;Qu'État et industries donnent l'exemple;Aide conséquente à l'achat d'un véhicule moins polluant. Efforts importants des industriels et de la grande distribution pour réduire les emballages plastiques.;TE12;1
7 912;Réduire les emballages (favoriser vrac);Aide conséquente à l'achat d'un véhicule moins polluant. Efforts importants des industriels et de la grande distribution pour réduire les emballages plastiques.;TE12;1
7 907;TVA réduite (1ère nécessité);Detaxer les produits de première nécessité.  Taxer les très riches;FI8;1
7 907;Taxer les riches;Detaxer les produits de première nécessité.  Taxer les très riches;FI8;1
15 669;Consommation réduite ou vertueuse (bio, circuit court, local);Réduction des déchets, régime végétalien, 100% bio, vélo, achats exclusivement d'occasion. Arrêt du smartphone. Autonomie totale alimentaire;TE11;1
15 669;Cultiver/Jardiner bio, sans pesticide;Réduction des déchets, régime végétalien, 100% bio, vélo, achats exclusivement d'occasion. Arrêt du smartphone. Autonomie totale alimentaire;TE11;1
15 669;Régime alimentaire;Réduction des déchets, régime végétalien, 100% bio, vélo, achats exclusivement d'occasion. Arrêt du smartphone. Autonomie totale alimentaire;TE11;1
15 669;Tri sélectif, compost, réduction déchets;Réduction des déchets, régime végétalien, 100% bio, vélo, achats exclusivement d'occasion. Arrêt du smartphone. Autonomie totale alimentaire;TE11;1
12 090;Commerce de proximité, circuit-court;La favorisation de la production locale;TE12;1
19 220;Simplification de l'administration et des services publics;Plus de fluidité dans les démarches administratives. Elles sont souvent très complexes. &&Plus de transparence aussi.;OE9;1
19 220;Plus de transparence;Plus de fluidité dans les démarches administratives. Elles sont souvent très complexes. &&Plus de transparence aussi.;OE9;1
15 680;Défiance vis à vis de la classe politique;Moins d’avantages aux élus, plus de respects pour les petits fonctionnaires.;OE9;1
7 910;Simplification de l'administration et des services publics;Un empilement de dispositifs, des démarches pas toujours faciles à faire, des réponses longues;OE9;1
7 910;Lenteur administrative;Un empilement de dispositifs, des démarches pas toujours faciles à faire, des réponses longues;OE9;1
45 833;prise en compte du vote blanc;Déjà, prendre en compte le vote blanc, car il s'agit d'une action de vote, et d'une opinion. Si cela ne suffit pas, taxer les personnes qui ne votent pas et proposer en parallèle soit un vote à domicile pour les personnes à mobilité réduite, soit un vote par internet;DC11;1
7 920;Plus de moyens aux communes / plus de décentralisation;Plus d'autonomie pour les collectivités territoriales;OE11;1
15 705;Consommation réduite ou vertueuse (bio, circuit court, local);Zéro déchet &&Réduire consommation &&Acheter seconde main;TE11;1
15 705;Moins d’emballages plastiques;Zéro déchet &&Réduire consommation &&Acheter seconde main;TE11;1
26 183;vote via nouvelles technologies (internet, SMS, etc.);La mise en place d'un site internet / bureau de vote pour les personnes n'ayant pas accès à internet, permettant à chacun de voter et de s'exprimer.;DC11;1
15 710;Autre / Passer;le vote préférentiel et plus de transparence dans le fonctionnement des institutions...;DC11;1
15 711;discriminations de classe / inégalités sociales;l'influence sournoise des castes financières et religieuses dans nos institutions sont des freins à l'égalité et l'harmonie du Peuple!;DC12;1
15 713;Lutte évasion, fraude, optimisation;enrayer l'évasion fiscale;FI8;1
40 271;homophobie, transphobie, LGBTphobie;Homophobie, racisme;DC12;1
40 271;racisme, xénophobie, discriminations religieuses;Homophobie, racisme;DC12;1
40 420;Taxer les multinationales, GAFAM;Que les grosses fortunes et grosses entreprises paient plus d'impôt;FI8;1
40 420;Taxer les riches;Que les grosses fortunes et grosses entreprises paient plus d'impôt;FI8;1
40 644;Décentralisation;Donner plus de pouvoirs aux intercommunalités;OE9;1
46 113;éducation citoyenne de la jeunesse;Il faudrait mettre plus l'accent sur l'éveil de la conscience politique et des enjeux de notre monde actuel à l'école dans un cadre neutre;DC11;1
18 671;homophobie, transphobie, LGBTphobie;personnellement, je n'en suis pas vraiment témoin. mais j'ai vu l'augmentation des actes homophobes et racistes en france. comme je le disais, tout passe par l'éducation, et la meilleure pour moi c'est la maïeutique. pour beaucoup, ces racistes et homophones n'ont pas vraiment d'arguments fondés, c'est plus de la haine gratuite. il faudrait reprendre leurs arguments pour les renvoyer contre eux mais c'est peu efficace. comme disait un meme sur internet, débattre avec un intégriste (ou raciste/homophobe), c'est comme jouer aux échecs avec un pigeon. vous avez beau être le meilleur joueur du monde, le pigeon ne fera que renverser les pièces, chier sur le plateau et parader en petit chef... je pense que hormis l'éducation, toute forme de répression pénale est bonne et doit etre appliquée par les juges (et pas seulement le minimum encouru, il faudra par exemple qu'il applique soit le minimum soit le maximum. pour des actes sexistes ou relevant des atteintes sexuelles, des peines minimales prononcées engendreraient trop de pression pour l'appareil judiciaire de la part de l'opinion publique qui trouverait ça aberrant). sauf les stages de réinsertion. ça sert à rien. le citoyen lambda va les suivre et ne recommencera plus par peur de la sanction sociale mais le mec raciste (ou criminel) s'en tape et dès qu'il sera sorti il recommencera car c'est comme ça qu'il vit...;DC12;1
18 671;racisme, xénophobie, discriminations religieuses;personnellement, je n'en suis pas vraiment témoin. mais j'ai vu l'augmentation des actes homophobes et racistes en france. comme je le disais, tout passe par l'éducation, et la meilleure pour moi c'est la maïeutique. pour beaucoup, ces racistes et homophones n'ont pas vraiment d'arguments fondés, c'est plus de la haine gratuite. il faudrait reprendre leurs arguments pour les renvoyer contre eux mais c'est peu efficace. comme disait un meme sur internet, débattre avec un intégriste (ou raciste/homophobe), c'est comme jouer aux échecs avec un pigeon. vous avez beau être le meilleur joueur du monde, le pigeon ne fera que renverser les pièces, chier sur le plateau et parader en petit chef... je pense que hormis l'éducation, toute forme de répression pénale est bonne et doit etre appliquée par les juges (et pas seulement le minimum encouru, il faudra par exemple qu'il applique soit le minimum soit le maximum. pour des actes sexistes ou relevant des atteintes sexuelles, des peines minimales prononcées engendreraient trop de pression pour l'appareil judiciaire de la part de l'opinion publique qui trouverait ça aberrant). sauf les stages de réinsertion. ça sert à rien. le citoyen lambda va les suivre et ne recommencera plus par peur de la sanction sociale mais le mec raciste (ou criminel) s'en tape et dès qu'il sera sorti il recommencera car c'est comme ça qu'il vit...;DC12;1
18 671;éduquer / former au vivre ensemble dès le plus jeune âge;personnellement, je n'en suis pas vraiment témoin. mais j'ai vu l'augmentation des actes homophobes et racistes en france. comme je le disais, tout passe par l'éducation, et la meilleure pour moi c'est la maïeutique. pour beaucoup, ces racistes et homophones n'ont pas vraiment d'arguments fondés, c'est plus de la haine gratuite. il faudrait reprendre leurs arguments pour les renvoyer contre eux mais c'est peu efficace. comme disait un meme sur internet, débattre avec un intégriste (ou raciste/homophobe), c'est comme jouer aux échecs avec un pigeon. vous avez beau être le meilleur joueur du monde, le pigeon ne fera que renverser les pièces, chier sur le plateau et parader en petit chef... je pense que hormis l'éducation, toute forme de répression pénale est bonne et doit etre appliquée par les juges (et pas seulement le minimum encouru, il faudra par exemple qu'il applique soit le minimum soit le maximum. pour des actes sexistes ou relevant des atteintes sexuelles, des peines minimales prononcées engendreraient trop de pression pour l'appareil judiciaire de la part de l'opinion publique qui trouverait ça aberrant). sauf les stages de réinsertion. ça sert à rien. le citoyen lambda va les suivre et ne recommencera plus par peur de la sanction sociale mais le mec raciste (ou criminel) s'en tape et dès qu'il sera sorti il recommencera car c'est comme ça qu'il vit...;DC12;1
18 671;pénaliser / condamner plus fermement;personnellement, je n'en suis pas vraiment témoin. mais j'ai vu l'augmentation des actes homophobes et racistes en france. comme je le disais, tout passe par l'éducation, et la meilleure pour moi c'est la maïeutique. pour beaucoup, ces racistes et homophones n'ont pas vraiment d'arguments fondés, c'est plus de la haine gratuite. il faudrait reprendre leurs arguments pour les renvoyer contre eux mais c'est peu efficace. comme disait un meme sur internet, débattre avec un intégriste (ou raciste/homophobe), c'est comme jouer aux échecs avec un pigeon. vous avez beau être le meilleur joueur du monde, le pigeon ne fera que renverser les pièces, chier sur le plateau et parader en petit chef... je pense que hormis l'éducation, toute forme de répression pénale est bonne et doit etre appliquée par les juges (et pas seulement le minimum encouru, il faudra par exemple qu'il applique soit le minimum soit le maximum. pour des actes sexistes ou relevant des atteintes sexuelles, des peines minimales prononcées engendreraient trop de pression pour l'appareil judiciaire de la part de l'opinion publique qui trouverait ça aberrant). sauf les stages de réinsertion. ça sert à rien. le citoyen lambda va les suivre et ne recommencera plus par peur de la sanction sociale mais le mec raciste (ou criminel) s'en tape et dès qu'il sera sorti il recommencera car c'est comme ça qu'il vit...;DC12;1
18 671;plus de formation et de réinsertion;personnellement, je n'en suis pas vraiment témoin. mais j'ai vu l'augmentation des actes homophobes et racistes en france. comme je le disais, tout passe par l'éducation, et la meilleure pour moi c'est la maïeutique. pour beaucoup, ces racistes et homophones n'ont pas vraiment d'arguments fondés, c'est plus de la haine gratuite. il faudrait reprendre leurs arguments pour les renvoyer contre eux mais c'est peu efficace. comme disait un meme sur internet, débattre avec un intégriste (ou raciste/homophobe), c'est comme jouer aux échecs avec un pigeon. vous avez beau être le meilleur joueur du monde, le pigeon ne fera que renverser les pièces, chier sur le plateau et parader en petit chef... je pense que hormis l'éducation, toute forme de répression pénale est bonne et doit etre appliquée par les juges (et pas seulement le minimum encouru, il faudra par exemple qu'il applique soit le minimum soit le maximum. pour des actes sexistes ou relevant des atteintes sexuelles, des peines minimales prononcées engendreraient trop de pression pour l'appareil judiciaire de la part de l'opinion publique qui trouverait ça aberrant). sauf les stages de réinsertion. ça sert à rien. le citoyen lambda va les suivre et ne recommencera plus par peur de la sanction sociale mais le mec raciste (ou criminel) s'en tape et dès qu'il sera sorti il recommencera car c'est comme ça qu'il vit...;DC12;1
36 690;meilleure éducation;citoyennete && problemes sante et vieillesse;QL;1
36 690;RIC;citoyennete && problemes sante et vieillesse;QL;1
36 690;retraites;citoyennete && problemes sante et vieillesse;QL;1
36 690;santé;citoyennete && problemes sante et vieillesse;QL;1
15 730;racisme, xénophobie, discriminations religieuses;racisme;DC12;1
41 010;Préservation de la biodiversité;Déforestation;TE13;1
40 972;En étant proche des gens / présence physique;Un rapprochement de l'état et des collectivité envers la populationnet donc de réduire la distance, et de même évite l'usage abusif de l'argent par les villes principaux des collectivités;OE11;1
52 540;Simplification / aide aux démarches;Les services ont déjà évolué vers un semblant de simplicité, je pense notamment à l’ANPE et aux ASSEDIC. Continuons dans ce sens;OE10;1
7 924;Revoir niches;Diminuer la TVA de 1 ou 2 points, revoir les conditions d'attribution des avantages fiscaux et sociaux, moins taxer les TPE sur l'emploi. Taxer les GAFA et les revenus du capital;FI8;1
7 924;Taxer les multinationales, GAFAM;Diminuer la TVA de 1 ou 2 points, revoir les conditions d'attribution des avantages fiscaux et sociaux, moins taxer les TPE sur l'emploi. Taxer les GAFA et les revenus du capital;FI8;1
7 924;TVA réduite (1ère nécessité);Diminuer la TVA de 1 ou 2 points, revoir les conditions d'attribution des avantages fiscaux et sociaux, moins taxer les TPE sur l'emploi. Taxer les GAFA et les revenus du capital;FI8;1
41 070;éducation citoyenne de la jeunesse;Se sont principalement les jeune qui ne vote pas car il sont perdu en ce qui concerne la politique &&Il faudrais éclaircir la politique en général &&Avoir des cour ponctuel de citoyenneté durant les 2 mois avant les élections.&&Comme cela chaqun pourra se faire un opinions sur les participant et choisir correctement la personne qu'il veut voir président;DC11;1
41 070;meilleure information sur les enjeux et les candidats;Se sont principalement les jeune qui ne vote pas car il sont perdu en ce qui concerne la politique &&Il faudrais éclaircir la politique en général &&Avoir des cour ponctuel de citoyenneté durant les 2 mois avant les élections.&&Comme cela chaqun pourra se faire un opinions sur les participant et choisir correctement la personne qu'il veut voir président;DC11;1
15 743;Plus de tranches IR progressives;Contrôler les paradis fiscaux, repartir plus équitablement les impôts (notamment les riches qui payent trop peu);FI8;1
15 743;Lutte évasion, fraude, optimisation;Contrôler les paradis fiscaux, repartir plus équitablement les impôts (notamment les riches qui payent trop peu);FI8;1
15 743;Taxer les riches;Contrôler les paradis fiscaux, repartir plus équitablement les impôts (notamment les riches qui payent trop peu);FI8;1
15 743;Harmonisation internationale;Contrôler les paradis fiscaux, repartir plus équitablement les impôts (notamment les riches qui payent trop peu);FI8;1
30 760;Autre / Passer;Comme une sorte d'accréditation, en amélioration continue avec des contrôles réguliers.;OE9;1
41 150;Etre plus à l'écoute;Pouvoir être au contact des gens qui évoluent dans leur territoire et être du coup complètement au fait de la situation de leurs administrés des difficultés rencontrées pour voir eux ce qui est possible ou non de faire le tout avec le moins de paperasse possible (ca complexifie beaucoup trop les choses simples);OE11;1
41 150;En étant proche des gens / présence physique;Pouvoir être au contact des gens qui évoluent dans leur territoire et être du coup complètement au fait de la situation de leurs administrés des difficultés rencontrées pour voir eux ce qui est possible ou non de faire le tout avec le moins de paperasse possible (ca complexifie beaucoup trop les choses simples);OE11;1
41 150;Simplification démarche administratives;Pouvoir être au contact des gens qui évoluent dans leur territoire et être du coup complètement au fait de la situation de leurs administrés des difficultés rencontrées pour voir eux ce qui est possible ou non de faire le tout avec le moins de paperasse possible (ca complexifie beaucoup trop les choses simples);OE11;1
7 930;Education, infos fiables sur l'impact de chaque geste;Plus de visibilité pour les mouvements et les gens qui le font, des publicités par les villes pour être au courant des pratiques à mettre en place dans son quartier ou sa ville;TE12;1
15 751;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;Arrêtons de sûr payer nos ministres ou députés, arrêtons les privilèges et les dépenses publiques inutiles. Concentrons nous sur le nerf de notre économie, le pouvoir d’achat. Donnons plus d’argent au français. Travailler 39h dans des conditions de demi esclavage pour gagner 1180€ alors que d’autres sont dans un bureau pour 15000€ par mois. Il n’y plus aucune égalité.;FI9;1
15 751;Plus de justice sociale;Arrêtons de sûr payer nos ministres ou députés, arrêtons les privilèges et les dépenses publiques inutiles. Concentrons nous sur le nerf de notre économie, le pouvoir d’achat. Donnons plus d’argent au français. Travailler 39h dans des conditions de demi esclavage pour gagner 1180€ alors que d’autres sont dans un bureau pour 15000€ par mois. Il n’y plus aucune égalité.;FI9;1
15 750;Revoir niches;Commençons par taxer les grosses sociétés tél que total, macdonalds, starbucks puis arrêter cette aide sociale qui avantage les personnes arrivants en France plutôt que de privilégier son propre peuple qui se meurt;FI8;1
15 750;Taxer les multinationales, GAFAM;Commençons par taxer les grosses sociétés tél que total, macdonalds, starbucks puis arrêter cette aide sociale qui avantage les personnes arrivants en France plutôt que de privilégier son propre peuple qui se meurt;FI8;1
7 931;Lutte évasion, fraude, optimisation;Lutter efficacement contre l'évasion fiscale, revoir le CICE afin qu'il profite uniquement aux entreprises en dificulté;FI8;1
52 823;racisme, xénophobie, discriminations religieuses;Le racisme et le sexisme. Il faudrait changer les mentalités et c'est compliqué. Plus d'élus issus des minorités visibles serait un GRAND pas en avant. Des mesures réelles prises pour limiter le harcèlement sexuel, dans les transports et dans la rue.;DC12;1
52 823;sexisme;Le racisme et le sexisme. Il faudrait changer les mentalités et c'est compliqué. Plus d'élus issus des minorités visibles serait un GRAND pas en avant. Des mesures réelles prises pour limiter le harcèlement sexuel, dans les transports et dans la rue.;DC12;1
52 823;Autre / Passer;Le racisme et le sexisme. Il faudrait changer les mentalités et c'est compliqué. Plus d'élus issus des minorités visibles serait un GRAND pas en avant. Des mesures réelles prises pour limiter le harcèlement sexuel, dans les transports et dans la rue.;DC12;1
55 894;Habite en ville, a tout ce qu'il faut;Nous habitons la ville et ne manquons de rien.;OE10;1
15 754;Transports en commun;Transports;OE10;1
15 753;Instaurer politique de quotas;Quotas migratoires en fonction des besoins du pays en matière d'emploi comme au Canada;II1;1
11 232;Digitalisation des services publics;Une meilleure communication entre les services. Plus d'informatisation;OE10;1
8 750;Garantir la liberté de culte;Que l'état nous laisse libre de porter une religion car c'est dans notre histoire la religion on doit pas se cacher;DC13;1
20 364;Autre / Passer;Supprimer l’isf qui est un impôt sur de l’argent ou des biens déjà imposés une première fois.;FI8;1
15 764;Imposer des contraintes;Ne pas avoir l'impression de faire ça tout seul en vain;TE12;1
15 764;Politique publique forte, long terme;Ne pas avoir l'impression de faire ça tout seul en vain;TE12;1
15 764;Qu'État et industries donnent l'exemple;Ne pas avoir l'impression de faire ça tout seul en vain;TE12;1
41 521;Autre / Passer;Ne pas miser que sur l'impôt quand il s'agit des dépenses sociales serait déjà une bonne idée... Construire un système social permettant à des investisseurs privés de gagner de l'argent en contribuant à la Nation paraît plus judicieux...;FI8;1
27 580;Régime alimentaire;Je n'utilise jamais de voiture ni d'avion ni de bateau, je trie, je mange peu de viande;TE11;1
27 580;Transports plus verts ou réduits;Je n'utilise jamais de voiture ni d'avion ni de bateau, je trie, je mange peu de viande;TE11;1
27 580;Tri sélectif, compost, réduction déchets;Je n'utilise jamais de voiture ni d'avion ni de bateau, je trie, je mange peu de viande;TE11;1
8 760;Autre / Passer;Qu'est ce qu'un territoire en difficulté ? Ne comparez pas l'Île de France et la Creuse;OE11;1
41 861;sexisme;Discrimination envers les mères dans le monde du travail, difficultés à trouver un emploi à qualification équivalente à temps paiement;DC12;1
41 921;Lutter contre l'évasion et l'optimisation fiscales;Le problème de l’évasion fiscale. Mais la c’est une affaire d’honnêteté internationale. C’est très loin d’être gagné ! Foutre Junker dehors ce serait déjà un bon debut pour l’Europe. Régler leurs sorts à des pays comme le Luxembourg et travailler solidement sur La réflexion du sortir du capitalisme en s’appuyant sur le concept de Personnalisme d’Emmanuel Mounier.;FI9;1
41 921;Autre / Passer;Le problème de l’évasion fiscale. Mais la c’est une affaire d’honnêteté internationale. C’est très loin d’être gagné ! Foutre Junker dehors ce serait déjà un bon debut pour l’Europe. Régler leurs sorts à des pays comme le Luxembourg et travailler solidement sur La réflexion du sortir du capitalisme en s’appuyant sur le concept de Personnalisme d’Emmanuel Mounier.;FI9;1
7 958;Taxer les multinationales, GAFAM;Obliger les entreprises étrangères qui font du bénéfice dur notre territoire à payer des impôts, que tous les français payent un impôt même si ils ne vivent pas en France;FI8;1
36 693;prise en compte du vote blanc;Il faudrait donner la possibilité de pouvoir refaire des élections si y a trop de votes blancs;DC11;1
36 961;discriminations de classe / inégalités sociales;Les sans abris, les enfants de migrants qui font la manche devant certains supermarchés à Toulouse;DC12;1
36 960;prise en compte du vote blanc;Il faut comptabiliser le vote blanc pour que les citoyens aient le sentiment que leur vote est utile.;DC11;1
42 083;Régime alimentaire;Je prend le bus au maximum.&&J'ai réduis ma consommation de viande.&&J'ai décidé de ne plus prendre l'avion.;TE11;1
42 083;Transports plus verts ou réduits;Je prend le bus au maximum.&&J'ai réduis ma consommation de viande.&&J'ai décidé de ne plus prendre l'avion.;TE11;1
42 134;Autre / Passer;Revenu universel;FI8;1
52 832;Aides financières, fiscalité incitative, baisse prix;Payer les gens quand il font un geste écologique, malheureusement les français pensent en priorité à l’argent;TE12;1
32 080;Diminution salaires et suppression des avantages des parlementaires, ministres et hauts fonctionnaires;L'entretien des membres du gouvernement avec des frais importants injustifiés au frais du contribuable est inadmissible, certains salaire sont suffisamment importants pour vivre très bien, mais pourquoi rajouter des bonus lorsque des projets sont mis en œuvre, c'est leur travail. Je touche mon salaire pour ce que je fais, pas un salaire minimum invariable plus des primes à chacune de mes actions, aussi les bonus telle que logement de fonction ou chauffeurs doivent être étudié au cas par cas, oui c'est compliqué mais certains membre du gouvernement ne sont sont pas à la rue, avec parfois plusieur logement  en centre parisien, pourquoi gaspiller des loyers pour ceux qui n'en ont pas besoin alors que des gens leurs de froid dans la rue ?;FI9;1
52 833;Consommation réduite ou vertueuse (bio, circuit court, local);Consommer responsable, se déplacer à vélo, recycler;TE11;1
52 833;Transports plus verts ou réduits;Consommer responsable, se déplacer à vélo, recycler;TE11;1
52 833;Tri sélectif, compost, réduction déchets;Consommer responsable, se déplacer à vélo, recycler;TE11;1
42 452;Moins d’emballages plastiques;Je mange moins voire presque pas de viande, je trie mes déchets et évite le suremballage mais on pourrais faire beaucoup mieux...;TE11;1
42 452;Régime alimentaire;Je mange moins voire presque pas de viande, je trie mes déchets et évite le suremballage mais on pourrais faire beaucoup mieux...;TE11;1
42 452;Tri sélectif, compost, réduction déchets;Je mange moins voire presque pas de viande, je trie mes déchets et évite le suremballage mais on pourrais faire beaucoup mieux...;TE11;1
42 412;Réduction consommation énergie, eau;J'utilise des ampoules LED, je tri mes déchets, je conduis de manière économique.&&Je pourrai, lorsque je travaillerai, rouler en voiture électrique.;TE11;1
42 412;Transports plus verts ou réduits;J'utilise des ampoules LED, je tri mes déchets, je conduis de manière économique.&&Je pourrai, lorsque je travaillerai, rouler en voiture électrique.;TE11;1
42 412;Tri sélectif, compost, réduction déchets;J'utilise des ampoules LED, je tri mes déchets, je conduis de manière économique.&&Je pourrai, lorsque je travaillerai, rouler en voiture électrique.;TE11;1
42 451;Consommation réduite ou vertueuse (bio, circuit court, local);J’essaye de réduire mes déchets, j’utilise les transports en commun (mais j’habite en ville donc c’est plus facile), j’achète des légumes locaux dans la mesure du possible!;TE11;1
42 451;Transports plus verts ou réduits;J’essaye de réduire mes déchets, j’utilise les transports en commun (mais j’habite en ville donc c’est plus facile), j’achète des légumes locaux dans la mesure du possible!;TE11;1
42 451;Tri sélectif, compost, réduction déchets;J’essaye de réduire mes déchets, j’utilise les transports en commun (mais j’habite en ville donc c’est plus facile), j’achète des légumes locaux dans la mesure du possible!;TE11;1
42 462;service civique/ militaire;Service militaire, tout le monde égaux et + de cohésion entre les gens. Cela donne un recul sur la vie et permet au gens de gagner le statut de citoyen;DC12;1
42 611;Lutte évasion, fraude, optimisation;Lutter contre la fraude fiscal, avoir une justice exemplaire quant aux plus riches, agir au niveau européen contre la fraude;FI8;1
42 611;Taxer les riches;Lutter contre la fraude fiscal, avoir une justice exemplaire quant aux plus riches, agir au niveau européen contre la fraude;FI8;1
42 611;Harmonisation internationale;Lutter contre la fraude fiscal, avoir une justice exemplaire quant aux plus riches, agir au niveau européen contre la fraude;FI8;1
42 560;Autre / Passer;À la seule idée de respect de la planète;TE12;1
42 830;Autre / Passer;Arrêter de vouloir que tout soit Rentable;OE11;1
11 243;apprentissage du français;Des stages obligatoires de français, ainsi que d’apprentissage des valeurs de la république Française (et par extension de la civilisation occidentale).;II3;1
11 243;intégration dans la culture / valeurs françaises;Des stages obligatoires de français, ainsi que d’apprentissage des valeurs de la république Française (et par extension de la civilisation occidentale).;II3;1
15 812;Autre / Passer;habitant en milieu rural , je ne vois pas trop de discrimination ...;DC12;1
42 882;Famille (enfance, crèches, allocations familiales CAF);chez nous en milieu rural quasiment tous les services publics sont absents et nous manque ! Quelques permanences CAF et sécurité sociale existent en mairie et tant mieux ! Je note que les services public ont bien améliorés leur sites internets avec possibilité de scanner des documents directement aux services ! Toutefois internet n'est pas pour tous public...! Le numéro 3939 ce devrait d'être entièrement gratuit;OE10;1
28 420;Autre / Passer;Commune, Région, Gouvernement,. Le parlement devrait être  constitué des présidents de régions, les communes restent tel qu'elles sont aujourd'hui, le gouvernement gouverne le pays, sans présidents ni premier ministre juste les ministres qui travail, et se réunissent, pour proposer les lois au parlement qui votr.;OE9;1
43 001;Autre / Passer;Je ne suis témoin d’aucune discrimination.;DC12;1
43 004;homophobie, transphobie, LGBTphobie;Discrimination envers les femmes, les étrangers, les homosexuels, les classes plus modeste;DC12;1
43 004;racisme, xénophobie, discriminations religieuses;Discrimination envers les femmes, les étrangers, les homosexuels, les classes plus modeste;DC12;1
43 004;sexisme;Discrimination envers les femmes, les étrangers, les homosexuels, les classes plus modeste;DC12;1
43 004;discriminations de classe / inégalités sociales;Discrimination envers les femmes, les étrangers, les homosexuels, les classes plus modeste;DC12;1
43 060;Incompétence et inefficacité;Les administrations sont lentes, mal organisées et déconnectées du monde du travail. Par exemple les mairies, rectorats ou tout autre bâtiment publique ont des horaires contraignant pour les travailleurs;OE9;1
43 060;Lenteur administrative;Les administrations sont lentes, mal organisées et déconnectées du monde du travail. Par exemple les mairies, rectorats ou tout autre bâtiment publique ont des horaires contraignant pour les travailleurs;OE9;1
43 060;Horaires d'ouverture inadaptés;Les administrations sont lentes, mal organisées et déconnectées du monde du travail. Par exemple les mairies, rectorats ou tout autre bâtiment publique ont des horaires contraignant pour les travailleurs;OE9;1
8 780;Etre plus à l'écoute;En étant proche des gens &&En expliquant &&En simplifiant &&En donnant une légère marge de manœuvres aux administrations;OE11;1
8 780;Plus de transparence;En étant proche des gens &&En expliquant &&En simplifiant &&En donnant une légère marge de manœuvres aux administrations;OE11;1
